id,alamat,kelurahan_id,no_tps
1404,Mulyorejo Utara 195,63,TPS 1
1405,Mulyorejo Utara 129,63,TPS 2
1406,Mulyorejo Utara 29,63,TPS 3
1407,Mulyorejo Tengah 1/3,63,TPS 4
1408,Mulyorejo Pertanian 14,63,TPS 5
1409,Mulyorejo Tengah 39 C,63,TPS 6
1410,Mulyorejo Tengah 54,63,TPS 7
1411,Balai RW. III (Mulyorejo Selatan 1),63,TPS 8
1412,Balai RW. IV Mulyorejo Selatan ,63,TPS 9
1413,Balai RW. V Wisma Permai,63,TPS 10
1414,Wisma Permai II,63,TPS 11
1415,SD Kristus Raja Wisma Permai Tengah 1,63,TPS 12
1416,Balai RW. VI Wisma Permai Tengah Taman,63,TPS 13
1417,Wisma Permai Barat II,63,TPS 14
1418,Balai RW. VII Wisma Permai Barat IV,63,TPS 15
1419,Dharmahusada Indah Utara I/ Blok B,63,TPS 16
1420,Dharmahusada Indah Utara Blok U,63,TPS 17
1421,Balai RW. IX Dharmahusada Undah Tengah IV,63,TPS 18
1422,Balai RW. IX Dharmahusada Undah Tengah IV,63,TPS 19
1423,Club House Dharmahusada Regency,63,TPS 20
1424,Dharmahusada Permai IV/ Blok V,63,TPS 21
1425,Balai RW. XII Dharmahusada Mas Blok BA,63,TPS 22
1426,Kalijudan Indah XV (Dinas Sosial Kalijudan),64,TPS 1
1427,Kalijudan Gg.I/11,64,TPS 2
1428,Kalijudan 37,64,TPS 3
1429,Kalijudan Gg.V/28,64,TPS 4
1430,Kalijudan 119 (Balai RW.02),64,TPS 5
1431,Puri Kalijudan,64,TPS 6
1432,Kalijudan Gg.VIII/11,64,TPS 7
1433,Kalijudan Taruna V/8,64,TPS 8
1434,Kalijudan Gg.VIII/36,64,TPS 9
1435,Kalijudan Gg. IX/22,64,TPS 10
1436,Kalijudan Gg. IX-C/2,64,TPS 11
1437,Kalijudan Gg. X/58,64,TPS 12
1438,Kalijudan Gg. X/55 (Balai RW.04),64,TPS 13
1439,Kalijudan Gg. XIV/8,64,TPS 14
1440,Kalijudan Gg. XII/51 (Balai RW. 05),64,TPS 15
1441,Kalijudan Gg. XV/43,64,TPS 16
1442,Kalijudan Madya IV (Balai RW. VIII),64,TPS 17
1443,Jl. Manyar Sabrangan Gg. 1,65,TPS 1
1444,Jl. Manyar Sabrangan Gg. 2/8 ( Lapangan),65,TPS 2
1445,Jl. Manyar Sabrangan 23,65,TPS 3
1446,Jl. Manyar Sabrangan Gg. 6/3,65,TPS 4
1447,Jl. Manyar Sabrangan Gg. 8-C (Lapangan Bulu Tangkis),65,TPS 5
1448,Jl. Manyar Sabrangan Depan 93,65,TPS 6
1449, Jl. Manyar Sabrangan Gg. 9-A/9,65,TPS 7
1450,Jl. Manyar Sabrangan Gg. 9/37,65,TPS 8
1451,Jl. Manyar Sabrangan Gg. 9/43,65,TPS 9
1452,Jl. Manyar Sabrangan Gg. 9/92,65,TPS 10
1453,Jl. Manyar Sabrangan 133,65,TPS 11
1454,Jl. Manyar Sabrangan 173,65,TPS 12
1455,Jl. Menur Pumpungan 12,65,TPS 13
1456,Jl. Manyar 1/33,65,TPS 14
1457,Jl. Manyar Tirtomoyo 3 ( Lapangan Tenis),65,TPS 15
1458,Jl. Manyar Tirtoyoso Selatan Gg. 9 (lapangan),65,TPS 16
1459,Jl. Manyar Tirtoyoso Selatan Gg. 9 (lapangan),65,TPS 17
1460,Jl. Manyar Kertoarjo 3 (TK Cita Hati),65,TPS 18
1461,Jl. Manyar Kertajaya Indah 7 (depan posko),65,TPS 19
1462,Jl. Manyar Kertajaya Indah 5 Blok F (Depan Pos Satpam),65,TPS 20
1463,Jl. Manyar Kertajaya Indah Timur Blok H (depan KONI),65,TPS 21
1464,Jl. Manyar Kertajaya Indah Timur Blok S,65,TPS 22
1465,Jl. Manyar Kerto Adi Blok T,65,TPS 23
1466,Jl. Mulyorejo Selatan Baru 33,65,TPS 24
1467,Balai RW.01 Sasana Mulia. Jl. Mulyosari Utara X/6-8,66,TPS 1
1468,SDN Kalisari. Jl. Mulyosari Utara X/24,66,TPS 2
1469,Taman Mulyosari Utara,66,TPS 3
1470,Jl. Mulyosari Timur depan POS Tengah,66,TPS 4
1471,SD Al-Azhar Kelapa Gading,66,TPS 5
1472,SD Al-Azhar Kelapa Gading,66,TPS 6
1473,SDN Kalisari II Jl. Taman Bhasakara 1,66,TPS 7
1474,Joglo SDN Kalisari II. Jl. Taman Bhaskara 1,66,TPS 8
1475,SDI Al Huda. Jl. Kalisari Damen 32,66,TPS 9
1476,Lapangan Badminton dekat POS Satpam,66,TPS 10
1477,Depan Balai RW.04 Mulyosari BPD,66,TPS 11
1478,Jl. Kalisari I Rt.01/Rw.05,66,TPS 12
1479,Jl. Kalisari Timur Rt.03/Rw.05,66,TPS 13
1480,Jl. Mulyosari Tengah VII depan kelurahan Kalisari,66,TPS 14
1481,Jl. Mulyosari Tengah VII depan kelurahan Kalisari,66,TPS 15
1482,Mulyosari Prima Belakang,66,TPS 16
1483,Mulyosari Prima Pintu Gerbang,66,TPS 17
1484,Balai RW.08 Jl. Kalisari Dharma,66,TPS 18
1485,Balai RW.08 Jl. Kalisari Dharma,66,TPS 19
1486,Balai RW.01. Kejawan PT Gg.II,67,TPS 1
1487,Pondok Hidayatullah. Kejawan PT Gg.VI/01,67,TPS 2
1488,Jl. Raya Kejawan PT Gg. VIII,67,TPS 3
1489,Gudang H. Hasyim. Kejawsan PT Gg. XV,67,TPS 4
1490,Parkir Gedung Da'wah BMA. Kejawan PT BMA 48,67,TPS 5
1491,Balai RW. 04 Tegal Mulyorejo,67,TPS 6
1492,Perumahan Virginia Regency,67,TPS 7
1493,,67,TPS 8
1494,"Lapangan Basket Babatan Pantai Utara (RT, Bpk. Susanto)",68,TPS 1
1495,Depan Pos Satpam Raya Babatan Pantai Barat I (RT. Bpk. Johanes),68,TPS 2
1496,Depan Pos Satpam Raya Babatan Pantai Utara X (RT. Bpk. Paulus),68,TPS 3
1497,Balai RW.01 Babatan Pantai VII,68,TPS 4
1498,Balai RW.02 Gading Pantai I,68,TPS 5
1499,Tempurejo Tanggul Sebelah Pos Polisi Pintu Masuk Pantai Ria,68,TPS 6
1500,SD Al-Islam Tempurejo No.53,68,TPS 7
1501,Depan Rumah Bpk. RW.04 Imam Sunyoto Jl. Labansari 101,68,TPS 8
1502,Balai RW.05 Raya Babatan No. 15,68,TPS 9
1503,Balai RW.06 Jl. Sutorejo 82 Blk,68,TPS 10
1504,Halaman SD Muhammadiyah 8 Jl. Sutorejo 148,68,TPS 11
1505,Balai RW.07 Sutorejo Gang. Semeru No.210 Blk,68,TPS 12
1506,Halaman SD YPPI Jl. Sutorejo Utara I No.1,68,TPS 13
1507,Tempat Parkir Sebelah Barat Gereja Mawar Saron Raya Sutorejo Utara X,68,TPS 14
1508,Balai RT.05 Sutorejo Selatan XI No. 27,68,TPS 15
1509,Balai RT.07 Jl. Taman Sutorejo Timur,68,TPS 16
1510,Balai RT.X Jl. Taman Sutorejo Timur,68,TPS 17
1511,Raya Sutorejo Tengah XI,68,TPS 18
1512,Balai RW.08 Jl. Sutorejo Tengah VII,68,TPS 19
1513,Balai RT.13 Raya Taman Sutorejo Utara,68,TPS 20
1514,Balai RW.09 Sutorejo Prima Tengah PU 27,68,TPS 21
1515,Balai RW.09 Sutorejo Prima Tengah PU 27,68,TPS 22
1516,Balai RW.09 Sutorejo Prima Tengah PU 27,68,TPS 23
1517,Jl. Kembang Jepun No. 125 Belakang,69,TPS 1
1518,Jl. Karet 24-26,69,TPS 2
1519,Jl. Waspada  39,69,TPS 3
1520,Jl. Waspada  64,69,TPS 4
1521,Jl. Samodra 40,69,TPS 5
1522,Jl. Bunguran 63,69,TPS 6
1523,Semut Kalimir I (Balai RW. VI),69,TPS 7
1524,Kalianyar Ponten,69,TPS 8
1525,Kalianyar Kulon Gg. IV,69,TPS 9
1526,Semut Gg. IV (Balai RW. VIII),69,TPS 10
1527,Semut Gg. VII/31,69,TPS 11
1528,Kalianyar Banjarsari,69,TPS 12
1529,Pengampon Gg. IV (Lapangan),69,TPS 13
1530,Pengampon Gg. VI (Balai RW. X),69,TPS 14
1531,Pengampon Gg. VIII,69,TPS 15
1532,Pengampon Gg. IX,69,TPS 16
1533,Pengampon Gg. X,69,TPS 17
1534,Jln. Pesapen Lor No. 65,70,TPS 1
1535,Jl. Pesapen Tengah N0. 57,70,TPS 2
1536,Jl. Pesapen 3 / 37,70,TPS 3
1537,Jl. Pesapen 2,70,TPS 4
1538,Jln. Tambak Gringsing Gg 2,70,TPS 5
1539,Jln. Tambak Gringsing Gg 3,70,TPS 6
1540,Jln. Kebalen Barat,70,TPS 7
1541,Jln. Dapuan Gg 1,70,TPS 8
1542,Jln. Layar,70,TPS 9
1543,Jln. Dapuan Bendungan Gg 2,70,TPS 10
1544,Jln. Dapuan Baru Gg 1,70,TPS 11
1545,Jln. Dapuan Baru Gg 3,70,TPS 12
1546,Jln. Pasar Babaan,70,TPS 13
1547,Jln. Kebalen Kulon Gg 1,70,TPS 14
1548,Jln. Kebalen Kulon Gg 3,70,TPS 15
1549,Jln. Kebalen Kulon Gg 5,70,TPS 16
1550,Jln. Kebalen Wetan Gg 4,70,TPS 17
1551,Jln. Kebalen Wetan Gg 6,70,TPS 18
1552,Jln. Kemudi,70,TPS 19
1553,Jln. Muteran Gg 6,70,TPS 20
1554,Jln. Muteran Gg 3 ( Balai RW ),70,TPS 21
1555,Jln. Kalimas Barat Gg 1,70,TPS 22
1556,Jln. Kalimas Barat Gg 3,70,TPS 23
1557,Jln. Kalisosok,70,TPS 24
1558,Jln. Sampurna (lapangan),70,TPS 25
1559,Jl. Benteng 5. Depan Pondok Pesantren Suryalaya,71,TPS 1
1560,Kalimas Hilir IIA. Lapangan Bola Voly,71,TPS 2
1561,Jl. KH.Mas Mansyur I. Depan Toko Ali,71,TPS 3
1562,Jl. KH.Mas Mansyur I. Depan Balai RW 3,71,TPS 4
1563,Jl. KH Mas Mansyur IA. Sepan Pos Ronda RW 4,71,TPS 5
1564,Jl. KH Mas Mansyur I. Belakang Hotel Mesir,71,TPS 6
1565,Jl. Kalimas Madya III. Depan Rumah RW 6,71,TPS 7
1566,Jl. Kalimas Madya II. Depan  Rumah No. 10,71,TPS 8
1567,Jl. Kalimas Udik III. Depan Masjid An-Nur,71,TPS 9
1568,Jl. Kalimas Udik I. Depan SDI Mufidah,71,TPS 10
1569,Jl. Kalimas Timur. Depan Karang Taruna RW 9,71,TPS 11
1570,Balai RW 10 Ketapang III / 4,71,TPS 12
1571,Jl. Panggung Gg 3. Samping Masjid Assegaf,71,TPS 13
1572,Jl. Dukuh. Depan toko 59,71,TPS 14
1573,Jl. Dukuh. Perempatan Jl. Kembang Jepun.,71,TPS 15
1574,Jl. Indrapura (Balai RW I),72,TPS 1
1575,Jl. Rajawali Sidomulyo,72,TPS 2
1576,Jl. Pesapen Barat Gg I,72,TPS 3
1577,Jl. Pesapen Barat Gg 3,72,TPS 4
1578,Jl. Pesapen Barata Gg 7,72,TPS 5
1579,Jl. Pesapen Barat  (Balai RW2),72,TPS 6
1580,Jl. Tambak Grinsing Baru (TPA),72,TPS 7
1581,Jl. Tambak Grinsing Baru 3/3,72,TPS 8
1582,Jl. Tambak Grinsing Baru 3/6,72,TPS 9
1583,Jl. Tambak Grinsing Baru 2/2,72,TPS 10
1584,Jl. Tambak Grinsing Baru 2/6,72,TPS 11
1585,Jl. Perlis Selatan,72,TPS 12
1586,Jl. Perlis Selatan (Balai RW4),72,TPS 13
1587,Jl. Jakarta,72,TPS 14
1588,Jl. Johor (Depan Gereja Pante Kosta),72,TPS 15
1589,Jl. Trengganu No 7 (Kantor BKM),72,TPS 16
1590,Jl. Indrapura Baru 2/1-3,72,TPS 17
1591,Jl. Perlis Utara No.16,72,TPS 18
1592,Jl. Indrapura Jaya 190,72,TPS 19
1593,Jl. Indrapura Jaya 203,72,TPS 20
1594,Jl. Indrapura Jaya 214,72,TPS 21
1595,JL.KALIMAS BARU NO.36.38 9 (DPN PERKANTORAN),72,TPS NO. TPS
1596,KALIMAS BARU I DEPAN POS RT.02,72,TPS 1
1597,KALIMAS BARU I LAPANGAN RT. 04/RW. 01,72,TPS 2
1598,KALIMAS BARU I LAPANGAN RT. 05/RW. 01,72,TPS 3
1599,KALIMAS BARU I POS 5 GAPAPOL,72,TPS 4
1600, KALIMAS BARU I DEPAN BALAI RT. 09  RW. 1,72,TPS 5
1601,TELUK KUMAI BARAT 122,72,TPS 6
1602,PERAK TIMUR 270,72,TPS 7
1603,JL. TELUK ARU TENGAH DEPAN RUMAH NO. 1,72,TPS 8
1604,TELUK SARERA,72,TPS 9
1605,TELUK AMURANG NO. 16,72,TPS 10
1606,TELUK WEDA,72,TPS 11
1607,JL. TELUK TUMINI Depan POS KAMLING,72,TPS 12
1608,BALAI RW. 05 JL. TELUK PENANJUNG,72,TPS 13
1609,KALIMAS BARU III Gg. LEBAR TIMUR,72,TPS 14
1610,KALIMAS BARU III Gg. LEBAR TIMUR DPN RMH NO. 17,72,TPS 15
1611,KALIMAS BARU III Gg. LEBAR,72,TPS 16
1612,KALIMAS BARU III Gg. LEBAR BARAT,72,TPS 17
1613,KALIMAS BARU III Gg. LEBAR BARAT BELAKANG BALAI RW. 06,72,TPS 18
1614,JL. TELUK NIBUNG BARAT RT.02/RW. 07,72,TPS 19
1615,JL. TELUK NIBUNG BARAT RT.03/RW. 07,72,TPS 20
1616,JL. TELUK NIBUNG BARAT RT.05/RW. 07,72,TPS 21
1617,JL. TELUK NIBUNG BARAT RT.06-07/RW. 07,72,TPS 22
1618,JL. TELUK BETUNG RT.08/RW. 07,72,TPS 23
1619,TELIK ARU UTARA RT. 01/RW. 08 (DEPAN POS RT.01),72,TPS 24
1620,TELUK NIBUNG TIMUR IV,72,TPS 25
1621,TELUK NIBUNG TIMUR VI,72,TPS 26
1622,TELUK NIBUNG TIMUR VII,72,TPS 27
1623,TELUK ARU TARA (DEPAN TK. MUJAHIDIN),72,TPS 28
1624,"KALIMAS BARU II, DEPAN MASJID RT. 01",72,TPS 29
1625,KALIMAS BARU 2/3/85,72,TPS 30
1626,KALIMAS BARU 2 Gg. 1 (PERTIGAAN POS RT.05),72,TPS 31
1627,KALIMAS BARU 2 DEPAN POS RT.06/RW. 09,72,TPS 32
1628,KALIMAS BARU 2 Gg. TIMUR RT. 07,72,TPS 33
1629,KALIMAS BARU 2 Gg. BUNTU,72,TPS 34
1630,KALIMAS BARU 2 Gg. INDAH,72,TPS 35
1631,KALIMAS BARU 2 BUNTU,72,TPS 36
1632,KALIMAS BARU 2 Gg. BUNTU RT. 12,72,TPS 37
1633,JL.KALIMAS BARU NO.36.38 9 (DPN PERKANTORAN),72,TPS 38
1634,KALIMAS BARU 2 Gg. BUNTU RT. 13,72,TPS NO. TPS
1635,,72,TPS 1
1636,,72,TPS 39
1637,RT. 1 RW 01 BURAN,73,TPS 1
1638,BALAI RT 4 RW. 01 BABAT,73,TPS 2
1639,BALAI RW 10 PBI,73,TPS 3
1640,BALAI RT. 9 RW. 07 PBI,73,TPS 4
1641,BALAI RT. 4 RW. 07 PBI,73,TPS 5
1642,BALAI RT. 2 RW. 07 PBI,73,TPS 6
1643,BALAI RT. 1 RW. 08 PBI,73,TPS 7
1644,LAPANGAN TENIS MEJA RW. 8 PBI,73,TPS 8
1645,BALAI RT. 07 RW. 08 PBI,73,TPS 9
1646,BALAI RT. 1 RW. 09 PBI,73,TPS 10
1647,BALAI RT. 4 RW. 09 PBI,73,TPS 11
1648,BALAI RT. 8 RW. 09 PBI,73,TPS 12
1649,BALAI  RW. 11 PBI,73,TPS 13
1650,BALAI RT. 1 RW. 12 PBI,73,TPS 14
1651,BALAI RW. 12 PBI,73,TPS 15
1652,BALAI RT 1 RW 14 PBI,73,TPS 16
1653,PERUMAHAN GBI,73,TPS 17
1654,BALAI RW. 02,73,TPS 18
1655,MULYOREJO RT. 2 RW. 06,73,TPS 19
1656,MULYOREJO RT. 5 RW. 06,73,TPS 20
1657,BAJER RW. 03,73,TPS 21
1658,PERUM KEHAKIMAN RW. 03,73,TPS 22
1659,DEKAT TELAGA RW. 03,73,TPS 23
1660,MI. HAJI HASYIM RW. 04,73,TPS 24
1661,PERTIGAAN BUKIT PALMA RW. 04,73,TPS 25
1662,LANGKIR RT. 3 RW. 05,73,TPS 26
1663,SENDANGBULI RW. 05,73,TPS 27
1664,BALAI RW 1,74,TPS 1
1665,RT.01 RW.01,74,TPS 2
1666,RT.01 RW.02,74,TPS 3
1667,RT.02 RW.02,74,TPS 4
1668,RT.03 RW.02,74,TPS 5
1669,RT.01 RW.03,74,TPS 6
1670,RT.02 RW.03,74,TPS 7
1671,RW.04 BEJI,74,TPS 8
1672,PERUM VETERAN RW.5,74,TPS 9
1673,PAKAL NAGAN RW.06,74,TPS 10
1674,SDN BENOWO 1,75,TPS 1
1675,HALAMAN RUMAH H.ROUB RT.04/1,75,TPS 2
1676,HALAMAN THORIQUL JANNAH,75,TPS 3
1677,JL.BENOWO GG IV,75,TPS 4
1678,SDN BENOWO III,75,TPS 5
1679,JL.REJOSARI GG 1 RT.01/03,75,TPS 6
1680,JL.REJOSARI JURANG KUPING RT.04/3,75,TPS 7
1681,BALAI RW.03 REJOSARI,75,TPS 8
1682,PERTOKOAN TELAGA RACI,75,TPS 9
1683,HALAMAN TK. BHAYANGKARI ASPOL,75,TPS 10
1684,BALAI RW.VI KAUMAN ASRI,75,TPS 11
1685,JL.KAUMAN BARU 4 RT.6 RW.VI,75,TPS 12
1686,BALAI RW LAMA,76,TPS 1
1687,SDS TANWIRUL AFKAR,76,TPS 2
1688,BALAI RT.01,76,TPS 3
1689,MI.HASYIM ASYARI,76,TPS 4
1690,BALAI RW.3,76,TPS 5
1691,BALAI RT.04,76,TPS 6
1692,JALAN SUMBER JAYA,76,TPS 7
1693,LAP.PASKUN,76,TPS 8
1694,BALAI RW SURYANATA,76,TPS 9
1695,GANG V SUMBEREJO MAKMUR,76,TPS 10
1696,BALAI RW.06,76,TPS 11
1697,BALAI RW.07,76,TPS 12
1698,MI.KH.A.SIDIQ,76,TPS 13
1699,BALAI RW. 1 MEDOKAN SAWAH,77,TPS 1
1700,SDN MA1 MEDOKAN SAWAH,77,TPS 2
1701,BALAI RT. 06 MEDOKAN SAWAH TIMUR,77,TPS 3
1702,BALAI RW. 02 MEDOKAN KAMPUNG,77,TPS 4
1703,TPA IMADUDDIN MEDOKAN KAMPUNG,77,TPS 5
1704,RAYA MEDOKAN AYU TAMBAK,77,TPS 6
1705,RAYA MEDOKAN AYU TAMBAK,77,TPS 7
1706,KELURAHAN LAMA MEDOKAN KAMPUNG,77,TPS 8
1707,HALAMAN MASJID AL IKHSAN WONOAYU,77,TPS 9
1708,JL. KUD WONOAYU,77,TPS 10
1709,BALAI RW. 03 WONOAYU,77,TPS 11
1710,MEDAYU SELATAN 1,77,TPS 12
1711,MEDAYU SELATAN 5,77,TPS 13
1712,BALAI RW. 5 MEDOKAN ASRI BARAT  IV,77,TPS 14
1713,FASUM RW. 6  MEDOKAN ASRI BARAT,77,TPS 15
1714,BALAI RW. 7 MA II,77,TPS 16
1715,BALAI RW. 8 MA III,77,TPS 17
1716,GEDUNG SEKAR AYU,77,TPS 18
1717,MEDAYU UTARA III BALAI RW 9,77,TPS 19
1718,DEPAN MASJID AT TAQWA MEDAYU UTARA III,77,TPS 20
1719,FASUM RW 10 GRIYO PESONA ASRI,77,TPS 21
1720,MEDAYU UTARA IX BALAI RW 11,77,TPS 22
1721,MEDAYU UTARA XI PEREMPATAN DEPAN POS,77,TPS 23
1722,MEDAYU UTARA XIII TPA ALAMIN,77,TPS 24
1723,MEDAYU UTARA XVIII BALAI RW 13,77,TPS 25
1724,MEDAYU UTARA XIII BALAI RT 1 RW 14,77,TPS 26
1725,MEDAYU UTARA 30 C,77,TPS 27
1726,MEDAYU UTARA 30 DEPAN MASJID ALHIDAYAH,77,TPS 28
1727,GASEBO BLOK EE RW. V,78,TPS 1
1728,GASEBO BLOK CC RW. VI,78,TPS 2
1729,GASEBO BLOK CC RW. VI,78,TPS 3
1730,GASEBO BLOK AA RW. IV,78,TPS 4
1731,GASEBO BLOK BB RW. IX,78,TPS 5
1732,"RUNGKUT JAYA, BALAI RW. II",78,TPS 6
1733,WISMA INDAH BLOKL PERTIGAAN,78,TPS 7
1734,WISMA INDAH BLOK D,78,TPS 8
1735,WONOREJO SELATAN III (RT.08 - RW. VIII),78,TPS 9
1736,WONOREJO SELATAN I  (RT.01 - RW. VIII),78,TPS 10
1737,WONOREJO INDAH TIMUR VII     ( BALAI RT.07 -    RW. VIII),78,TPS 11
1738,WONOREJO INDAH TIMUR  RT. 04 - RW. VIII (DEPAN MUSHOLLA),78,TPS 12
1739,WONOREJO Gg. DALAM RT. 03 - RW. I,78,TPS 13
1740,BALAI RW. I  (WONOREJO Gg. MASJID),78,TPS 14
1741,RAYA WONOREJO RT. 04 - RW. I,78,TPS 15
1742,WONOREJO TIMUR BLOK C-79 (TK. PERMATA),78,TPS 16
1743,WONOREJO TIMUR (BALAI RT. 04 - RW. VII),78,TPS 17
1744,FASUM BALAI RW. X,78,TPS 18
1745,JL.PANDUGO (BALAI RW.001),79,TPS 1
1746,JL.PANDUGO VI,79,TPS 2
1747,JL.PANDUGO II / 3,79,TPS 3
1748,JL.PANDUGO VI,79,TPS 4
1749,JL.PENJARINGAN I,79,TPS 5
1750,JL.PENJARINGAN,79,TPS 6
1751,JL.PENJARINGAN,79,TPS 7
1752,JL.RAYA KENDALSARI,79,TPS 8
1753,JL.KENDALSARI I,79,TPS 9
1754,JL.KENDALSARI I,79,TPS 10
1755,JL.PANDUGO BARU  V ( DEPAN SEKOLAH SD ),79,TPS 11
1756,JL.PANDUGO BARU V (DEPAN MASJID ),79,TPS 12
1757,JL.PANDUGO BARU VII,79,TPS 13
1758,JL.PANDUGO BARU IX,79,TPS 14
1759,JL.PANDUGO BARU XI,79,TPS 15
1760,JL.PANDUGO TIMUR (RW.V),79,TPS 16
1761,YKP PANDUGO II (RW.IX),79,TPS 17
1762,JL.PANDUGO PRAJA I,79,TPS 18
1763,JL.PENJARINGANSARI PS.I (DEPAN MASJID),79,TPS 19
1764,JL.PANDUGO PRAJA II,79,TPS 20
1765,JL.PENJARINGAN ASRI V (BALAI RW.VII),79,TPS 21
1766,JL.YKP PANDUGO I (RW.VIII),79,TPS 22
1767,RUSUN PENJARINGANSARI,79,TPS 23
1768,RUSUN PENJARINGANSARI,79,TPS 24
1769,Raya Kedung Asem,80,TPS 1
1770,Ked. Asem (musholla Ichwanul Muslimin),80,TPS 2
1771,Kedung Asem Sekolahan,80,TPS 3
1772,Kedung Asem Sekolahan,80,TPS 4
1773,Kedung Asem 40,80,TPS 5
1774,Kedung Asem Gg. VII,80,TPS 6
1775,Kedung Asem Gg. X,80,TPS 7
1776,Kedung Asem gg. IX,80,TPS 8
1777,Kedung Baruk Gg. VII,80,TPS 9
1778,Kedung Baruk gg. XIV,80,TPS 10
1779,Kedung Baruk Gg. X,80,TPS 11
1780,Kedung Baruk Gg. V,80,TPS 12
1781,Kedung Baruk Gg. VI,80,TPS 13
1782,Kedung Baruk Gg. II / Beringin,80,TPS 14
1783,Pos Kedung Baruk RT 02 RW IV,80,TPS 15
1784,Wisma Ked Asem Indah Blok J/F,80,TPS 16
1785,Wisma Ked Asem Indah Blok J/F,80,TPS 17
1786,Balai RW VI Baruk Utara,80,TPS 18
1787,Balai RW VI Baruk Utara,80,TPS 19
1788,Lapangan Baruk Utara Gg. XI,80,TPS 20
1789,Baruk Barat depan SMPN 23,80,TPS 21
1790,Balai RW IX Wisma Ked Asem Indah,80,TPS 22
1791,Rungkut Kidul I / 22 (Pos RW),81,TPS 1
1792,Rungkut Kidul II / 31 (Balai RW II),81,TPS 2
1793,Rungkut Kidul III / 11 ,81,TPS 3
1794,Rungkut Kidul III / 34 ,81,TPS 4
1795,Rungkut Kidul IV / 17 A ,81,TPS 5
1796,Rungkut Kidul VI / 15 ,81,TPS 6
1797,Depan Balai RW 06 ,81,TPS 7
1798,TK Dharma Wanita / Rungkut Asri Barat,81,TPS 8
1799,Balai RW 07 / Rungkut Asri Barat,81,TPS 9
1800,Balai RW 08 / Rungkut Asri Tengah,81,TPS 10
1801,Balai RW 09 / Rungkut Asri Timur / RK IV,81,TPS 11
1802,Balai RW 09 / Rungkut Asri Timur / RK IV,81,TPS 12
1803,Balai RW 10 / Rungkut Asri Timur / RK V,81,TPS 13
1804,Balai RW 10 / Rungkut Asri Timur / RK V,81,TPS 14
1805,Balai RW 11 Rungkut Asri Timur 17 ,81,TPS 15
1806,Balai RW 12 Rungkut Asri Barat 6 ,81,TPS 16
1807,,81,TPS 17
1808,,81,TPS 18
1809,SDN Kendangsari IV (RMS X),82,TPS 1
1810,SDN Kendangsari IV (RMS X),82,TPS 2
1811,Rungkut Harapan Blok.A/42,82,TPS 3
1812,Rungkut Harapan Blok H/49,82,TPS 4
1813,Rungkut Harapan Blok.L/23   (Balai RW. 2),82,TPS 5
1814,Bakung Balai RW.3,82,TPS 6
1815,Bakung. Balai RW. 3,82,TPS 7
1816,Rungkut Mejoyo Utara Balai RW IV,82,TPS 8
1817,Rungkut Mejoyo Utara Balai RW IV,82,TPS 9
1818,Rungkut Alang-Alang No. 131,82,TPS 10
1819,Rungkut Lor Gg. II,82,TPS 11
1820,Rungkut Lor Gg. IV,82,TPS 12
1821,Rungkut Lor Gg. VIII,82,TPS 13
1822,Rungkut Lor Gg. IX,82,TPS 14
1823,Rungkut Lor III,82,TPS 15
1824,Rungkut Lor III/33 Balai RW VI,82,TPS 16
1825,Mejoyo Gg. II,82,TPS 17
1826,Mejoyo  II    ( Balai RW VII ),82,TPS 18
1827,Jl. Kaliwaru I/20 Balai RW VIII,82,TPS 19
1828,Rungkut Lor  RL. III L/44,82,TPS 20
1829,Rungkut Asri Utara XIV,82,TPS 21
1830,Jl. Rungkut Asri Utara Balai RW X,82,TPS 22
1831,Jl. Rungkut Asri Perbatasan RW. X dan RW. XI,82,TPS 23
1832,Balai RW. XI,82,TPS 24
1833,Pondok Boro  ( Balai RW XII ),82,TPS 25
1834,Lapang Basked RL V ( RW XIII ),82,TPS 26
1835,Jl. Rungkut Lor VII  Balai RW XIV ),82,TPS 27
1836,Rungkut Lor VII Masjid,82,TPS 28
1837,Rungkut Lor VII Dalam,82,TPS 29
1838,Jalan Rungkut Lor X  RT  01,82,TPS 30
1839,Jalan Rungkut Lor X  RT  03,82,TPS 31
1840,Pos RT 2 depan Telaga,83,TPS 1
1841,Balai RW 01,83,TPS 2
1842,Samping pos RT 03,83,TPS 3
1843,Jl. Raya Sawo RT 1 Rw 2,83,TPS 4
1844,Balai RW 2,83,TPS 5
1845,Balai RW 3,83,TPS 6
1846,RT 1 RW 1,84,TPS 1
1847,Lontar RT 2 RW 2 (Balai RW 1),84,TPS 2
1848,Lontar RT 4 RW 1,84,TPS 3
1849,Lontar RT 1 RW 2 (Balai RW 2),84,TPS 4
1850,Lontar RT 2 RW 2,84,TPS 5
1851,Lontar RT 4 RW 2,84,TPS 6
1852,Sambisari RW 3 (Balai RW),84,TPS 7
1853,Sambisari Utara RW 3,84,TPS 8
1854,Bulu RT 1 RW 4,84,TPS 9
1855,Bulu RT 3 RW 4 (Balai RW 4),84,TPS 10
1856,SMK Taman Siswa Lempung,84,TPS 11
1857,Balai RW 5 Lempung,84,TPS 12
1858,Balai RT.3 RW.5 Lempung,84,TPS 13
1859,Bumi Indah I RT.6 RW.5,84,TPS 14
1860,Bumisai Praja Timur RT.4 RW.5,84,TPS 15
1861,Bumisari Praja Selatan Gg.7 RT.8 RW.5,84,TPS 16
