id_calon,pekerjaan,,
1402-00-0000-0201,2005 - 2007 Komisarb PT. Transmalindo Energi. Jakarta,,
1402-00-0000-0201,2004 - 2005 Anggota DPRD Provinsi Riau Periode 2004 - 2009 Dapil Kab. Indragiri Hillr,,
1402-00-0000-0201,1999 - 2004 Anggota DPRD Provinsi Riau Periode 1999 - 2004 Utusan Kab. Kepulauan Riau,,
1402-00-0000-0201,"1996-1999 Direktur PT. Inti Dinamika Bijuangsa, Pekan Baru",,
1402-00-0000-0201,"1996- 1999 Komisaris Utama dan Pendiri Harian Rakyat Riau, Pekan Baru",,
1402-00-0000-0201,"1996- 1999 Pemimpin Umum Tabloid Pondasi, Pekan Baru",,
1402-00-0000-0601,Owner PT. Sapta karya 1990 s/d sekarang,,
1402-00-0000-0601,Dirut PT. Karya Riau Sejahtera Prima 2001 s/d sekarang,,
1402-00-0000-0601,Komisaris PT. Barelang Karya Mandiri 2003 s/d sekarang,,
1402-00-0000-0601,Dirut PT. Media Swara Prima 2004 s/d sekarang,,
1402-00-0000-0601,Owner PT. Sanur Jaya Prima 2004 s/d sekarang,,
1402-00-0000-0601,Owner PT. Kartama Raya 2005 s/d sekarang,,
1402-00-0000-0601,Owner PT. Pratama Griya Makmur 2008 s/d sekarang,,
1402-00-0000-0601,Owner PT. Putri Autia Dita Medika 2012 s/d sekarang,,
1402-00-0000-0601,Owner PT.Karya Riau Sukses Persada 2005 s/d sekarang,,
1402-00-0000-0601,Owner PT. Agro Lestari 2006 s/d sekarang,,
1402-00-0000-0601,Owner PT. Aulia Sumber Energi 2013 s/d sekarang,,
1402-00-0000-0601,Dosen Yayasan Akademi Pers ada Bunda 2002 s/d sekarang,,
1402-00-0000-0601,Dosen Yayasan STIE Persada Bunda 2002 s/d sekarang NIDN/No (nduk Dosen Nasional dari DIRJEN DIKTI:1002106301),,
1402-00-0000-0701,Wiraswasta,,
1402-00-0000-0701,Anggota Badan Anggaran (2009 - 2010),,
1402-00-0000-0701,Anggota DPR RI (2009 -2014),,
1402-00-0000-0401,PT ASTRA HONDA MOTOR Senior Manager 2007,,
1402-00-0000-0401,Wiraswasta,,
1501-00-0000-0506,"2011-2012, KIA RSUD SULTAN THAHA SAIFUDIN, BIDAN",,
1501-00-0000-0901,Dosen Universitas Negeri Jambi Tahun 1991 s.d 2004,,
1501-00-0000-0901,Dosen STIE Jambi Tahun 1999 s.d 2004,,
1501-00-0000-0901,Anggota DPR RI Tahun 2004 s.d 2009,,
1501-00-0000-0901,Anggota DPD RI Utusan Provinsi Jambi Tahun 2009 s.d 2014,,
1501-00-0000-0901,Wakil Ketua Panitia Perancang Undang-Undang DPDRI 2012/2013.,,
1501-00-0000-0201,,,
1501-00-0000-0601,Penasehat / Staff Khusus Walikota Jambi.,,
1501-00-0000-0601,Dirut PT. Mitra Agro Gema Sejahtera di Jambi.,,
1501-00-0000-0601,Dirut PT. Multi Nugraha Platation di Jambi.,,
1501-00-0000-0601,Dirut PT. Mandiri Sawit Sejahtera di Jambi.,,
1501-00-0000-0601,Dirut PT. Anugrah Agung Persada di Kalbar.,,
1501-00-0000-0601,Dirut PT. Mitra Utama Sejahtera di Jambi.,,
1501-00-0000-0601,Direktur PT. Tebo Indah Adil Pratama di Jambi.,,
1501-00-0000-0601,Direktur PT. Produk Sawit Indo Jambi di Jambi.,,
1501-00-0000-0601,Direktur PT. Kecubung Khatulistiwa Kalbar.,,
1501-00-0000-0601,Komisaris Utama PT. Multi Nugraha di Jambi.,,
1501-00-0000-0601,Komisaris PT. Sukses Sawit Group di Sumbar.,,
1501-00-0000-0703,PRAKASA GROUP TAHUN 1987 (DIRIJT),,
1501-00-0000-0703,BUPATI KAB BUNGO PERIODE 2001-1996,,
1501-00-0000-0703,BUPATI KAB BUNGO PERIODE 1996-2011,,
1501-00-0000-0703,PT. SEMAGI MINA PRAKASA JKT/PRESKOM TH 2012,,
1501-00-0000-0703,PT. BARA GLOBAL ENERGI/PRESKOM TH 2012,,
1501-00-0000-0703,PT. BUKIT BARA MANDIRI PRAKASA/PRESKOM 2011,,
1501-00-0000-0401,Direktur Utama PT Perca,,
1501-00-0000-0802,"DPR RI, Anggota, 2009-2014",,
1501-00-0000-0802,"CV. ATTAKA UTAMA JAMBI, Komisaris Utama, 2000-2009",,
1501-00-0000-0802,"PT. BANGUN JAYA JAMBI, Direktur Utama, 2000-2009",,
1501-00-0000-0802,"PT. KURNIA PS, JAMBI, Direktur Utama. 2000-2009",,
1501-00-0000-0802,CV. BANGUN JAYA JAMBI. Direktur Utama. 1995-2003,,
1601-00-0000-0501,"2013-0, PT LIGA INDONESIA. COMMISSIONER, JAKARTA",,
1601-00-0000-0501,"2009-2014. MPR/DPR-RI ANGGOTA, JAKARTA",,
1601-00-0000-0501,"1990-2013. PT GRITA ARTHA KREAMINDO, COMISSIONER, JAKARTA",,
1601-00-0000-0501,"2005-2013 PANDJI MEDIA NETWORK, PRESIDENT DIRECTOR JAKARTA",,
1601-00-0000-0501,"2005-2013 PANDJI MEDIA GEMLING, PRESIDENT DIRECTOR JAKARTA",,
1601-00-0000-0501,2006-2013. PT ROAD TRIJAYA FM DAN RADIO TPI PRESIDENT DIRECTOR JAKARTA,,
1601-00-0000-0501,2000-2013 PT MITRA PRATAMA KHATULISTIWA DIRECTOR JAKARTA,,
1601-00-0000-0501,"1998-1999 PT CITRA MARGA NUSAPHALA PERSADA, SENIOR MANAGER, JAKARTA",,
1601-00-0000-0501,"1997-0, PT BAKRIE & BROTHER Tbk. MANAGER, TRESURY DEPARTMENT, JAKARTA",,
1601-00-0000-0505,"2004-2009, DPR RI, ANGGOTA, JAKARTA",,
1601-00-0000-0505,"2009-2014, DPR RI, ANGGOTA JAKARTA",,
1601-00-0000-0601,Direktur Utama PT. Garuda Security Nusantara Jakarta (2005- sekarang),,
1601-00-0000-0601,Ketua Percepatan Pengadaan Log PT. Kertas Nusantara Jakarta (2005-2009),,
1601-00-0000-0601,Komisaris PT. Kiani Lestari Jakarta (2007- sekarang),,
1601-00-0000-0601,Ketua Koperasi Swadesi Indonesie (2009 -Sekarang),,
1601-00-0000-0601,Anggota DPR RI Fraksi partai GRINDRA Periode Tahun 2009-2014,,
1601-00-0000-1004,Peneliti di Unit Pendidikan dan Penelitian Petemakan Jonggol (UP3J),,
1601-00-0000-1004,Peneliti dan Instruktur pada Pelatihan dan Manajemen Penggomukan Domhu MENDIKNAS dan PB HMI,,
1601-00-0000-1004,"Peneliti di PT. Lembu Sodo Mandiri Ciawi, Bogor",,
1601-00-0000-1004,Marketing Office di PT. Kartika Naya Tahun 2003,,
1601-00-0000-1004,Direktur Marketing di PI. Daya Cipta Kreasindo,,
1601-00-0000-1004,Staf Ahli Fraksi PBR DPR Rl Tahun 2005,,
1601-00-0000-1004,"Komisaris Utama CV, Muratara Jaya 2009 - sekarang",,
1601-00-0000-1004,Owner Faris Laundry & Dry Cleaning Palembang,,
1601-00-0000-0301,"Anggota DPR RI,2004-2009",,
1601-00-0000-0301,"Anggota DPR RI,2009-2014",,
1601-00-0000-0701,Anggota DPRD Kota Palembang Periode( 2004-2009),,
1601-00-0000-0701,Anggota DPR RI Komisi VIII (2009-Sekarang).,,
1601-00-0000-0701,Anggota Badan Kerjasama Antar Parlemen DPR RI (2009 -2012).,,
1601-00-0000-0701,"Anggota Badar, Anggaran DPR RI (2012-Sekaranp)",,
1601-00-0000-0701,Wakil Ketua Fraksi Partai Demokrat DPR. RI (2009-Sekarang),,
1601-00-0000-0701,Pimpinan Pondok Pesantren Modrn IGM Al-ihsaniyah Palembang (2002-Sekarang).,,
1601-00-0000-0701,Ketua Yayasan Al-Huriyah Palembang (2000- Sekarang).,,
1601-00-0000-0701,Pencetus dan Pembuat Al-Quran Raksasa Ukiran Khas Palembang Terbesar di Dunia,,
1601-00-0000-0401,Perum Perummas (1979),,
1601-00-0000-0401,Anggota DPR RI (1999-2004),,
1601-00-0000-0401,Anggota DPR RI (2004-2009),,
1601-00-0000-0801,"PT Arthindo Utama, Jakarta, Komisari Utama, 2009 Sekarang",,
1601-00-0000-0801,"PT Raja Palma, Jakarta, Direktur Utama, 2005-2008",,
1601-00-0000-0801,"PT Advant Garde Visitek, Jakarta, Direktur Utama, 2003 Sekarang",,
1601-00-0000-0801,"PT Arthindo Utama, Jakarta, Managing Director 1999 - 2009",,
1601-00-0000-0801,"PT Arthindo Energi Sengeti Jakarta, Direktur, 1999-2006",,
1601-00-0000-0801,"Matrika Yasa, Direktur, 1995-1998",,
1601-00-0000-0801,"PT. Entrada Infra, Project Manager, 1993-1998",,
1601-00-0000-0801,"PT. Infra, SeniorArsitek, 1992-1994",,
1601-00-0000-0801,"PT.Arsiplan, Junior Arsitek, 1991-1992",,
1602-00-0000-0101,"2000-SEKARANG, PT JAKARTA INTERNATIONAL CONTAINER TERMINAL (ANAK PERUSAHAAN PT. PELINDO II),-, JAKARTA",,
1602-00-0000-0101,"2012-SEKARANG, PT. MINANJAU PUTRA PERSADA, KOMISARIS, JAKARTA TIMUR",,
1602-00-0000-0501,"2009-2014,DPR RI, ANGGOTA, SUMATERA SELATAN",,
1602-00-0000-0501,"2004-2008, BP-MIGAS, AUDITOR, JAKARTA",,
1602-00-0000-0501,"2002-2004, US OIL COMPANY, AUDITOR, JAKARTA",,
1602-00-0000-0501,"1999-2002, DELOITTE TOUCHE TOUCHE TOHMATSHU, AUDITOR, JAKARTA",,
1602-00-0000-0501,"1998-1999, ROBERT HALF, INC, AUDITOR, USA",,
1602-00-0000-0201,Asisten Dosen Fak. Teknik UBL (1998-1999),,
1602-00-0000-0201,Dir. PT. GBS (1999-2005),,
1602-00-0000-0201,Dir. Utama PT. GBS (2005-2008),,
1602-00-0000-0201,Dir. PT. Alpin Karya (2008-sekarang),,
1602-00-0000-0609,Bekerja Pada PT Zodiac Perintis Penilai di Jakarta pada tahun 1988-1998 dengan jabatan terakhir sebagai Direktur.,,
1602-00-0000-0609,Bekerja pada PT Samudra Satu Line di Jakarta pada tahun 2000 - 2002.,,
1602-00-0000-0301,"Guru PPRU, Sakatiga, tahun 1987-2004",,
1602-00-0000-0301,Dosen tetap Fakultas Syari' ah IAIN RF Palembang tahun 1993-2000,,
1602-00-0000-0301,"Dosen luar biasa Unibersitas IBA Palembang, tahun 2000",,
1602-00-0000-0301,"Dosen STIDARU, tahun 2002-2004",,
1602-00-0000-0301,"Sekretaris Yayasan PIRUS, Sakatiga, tahun 2003",,
1602-00-0000-0301,"Anggota DPRD Provinsi Sumsel, tahun 2004-sekarang",,
1602-00-0000-0707,Staff Admin CV. Dewi Perkasa (1991-1995),,
1602-00-0000-0707,Direktur PT. Helindo Graha (1995-2000),,
1602-00-0000-0707,Direktur PT. Rehmat Kelantan Sakti (2002-selcarang),,
1602-00-0000-0401,ARI YUSUF SINGAJURU & PARTNER Law Firm Jakarta Tahun 1990 - 2001 sekarang ADVOKAT HUKUM,,
1602-00-0000-0404,ADVOKAT (1999-2004),,
1602-00-0000-0404,WAKIL KETUA DPRD KABUPATEN OGAN ILIR (2004-2009),,
1602-00-0000-0404,WAKIL KETUA DPRD KABUPATEN OGAN ILIR (2009-2014),,
1602-00-0000-0801,"DPR RI Fraksi PAN, Anggota, 2009-2014",,
1701-00-0000-0101,"1999 -2004, DPRD PROV BENGKULU, ANGGOTA"" BENGKULU",,
1701-00-0000-0101,"2004-2009, DPRD PROV BENGKULU, ANGGOTA"" BENGKULU",,
1701-00-0000-0601,"Accant Officer di PT Dwi Daya Travel, Jakarta",,
1701-00-0000-0601,Assitant Manager PT Puma Karim Jakarta,,
1701-00-0000-0601,Wiraswasta - Sampai dengan saot ini,,
1701-00-0000-0401,PNS DINKES PROP BENGKULU 1977S/D 200,,
1701-00-0000-0401,Angg OPR RI 2004 S/D 2004,,
1701-00-0000-0801,"Pondok Pengayom Satwa, Dokter Hewan, 1990-2003",,
1701-00-0000-0801,"DPR RI, Anggota Dewan, 2009-2014",,
1701-00-0000-0801,"DPR RI Badan Anggaran, Anggota, 2010-2012",,
1701-00-0000-0801,"DPR RI BURT, Anggota, 2012-Sekarang",,
1701-00-0000-0801,"DPR RI Fraksi PAN, Tenaga Ahli, 2004-2006",,
1801-00-0000-0501,2008-2013. KOMISARIS. JAKARTA,,
1801-00-0000-0501,2009-2013. KOMISARIS. JAKARTA,,
1801-00-0000-0201,,,
1801-00-0000-0601,Majalah Amanah- Jakarta Wartawan 1989-1996,,
1801-00-0000-0601,SMA Muhammadiyah 13- Jakarta,,
1801-00-0000-0601,Radio Ramako FM- Jakarta Talk Show 1994-1998,,
1801-00-0000-0601,Tabloid Target - Jakarta Wartawan 1995-1996,,
1801-00-0000-1002,PENGADMINISTRASI UMUM PADA BIRO HUMAS KEMENTERIAN PAN & RB TAHUN 2009,,
1801-00-0000-1002,"KASUBID KESEJATHERAAN SOSIAL I, ASDEP III DEPUTI BID. PELAYANAN PUBLIK KEMENTERIAN PAN TAHUN 2008",,
1801-00-0000-1002,"KASUBID PELAYANAN INSTANSI PEMERINTAH PUSAT, ASDEP I KEMENTERIAN PAN, TAHUN 2008",,
1801-00-0000-1002,PENGADMINISTRASI KEPEGA WAIAN PADA SUBBAG PENGEMBAN KEPEGA WAIAN BIRO UMUM KEMENTERIAN PAN TAHUN 2006,,
1801-00-0000-1002,TENAGA ANALIS TP 5000 PADA DEPUTI PENGA WASAN KEMENTERIAN PAN TAHUN 2005,,
1801-00-0000-0301,"COMES, Jakarta, 2001-2003",,
1801-00-0000-0301,"Wakil Ketua Umum, DPP PKS, Jakarta, 2003-2004",,
1801-00-0000-0301,"Anggota DPR RI, Periode 2004-2009",,
1801-00-0000-0301,"Anggota DPR RI, Periode 2009-2014",,
1801-00-0000-0709,"Direktur PT. Sasana Jaya Utama, Lampung, 1978 - 1985",,
1801-00-0000-0709,"Direktur Utama PT. Laba Jaya Sentosa, Lampung, 1980 - 2000",,
1801-00-0000-0709,"Komisaris Utama PT. Ryaniaga Dirgawira, Lampung, 1990 - 2000",,
1801-00-0000-0709,"Bupati Lampung Selatan, Periode 2000 - 2005",,
1801-00-0000-0709,"Bupati Lampung Selatan, Periode 2005 - 2010 (April 2008, mengundurkan diri karena menjadi Calon Gubernur propinsi Lampung periode 2009 - 2014)",,
1801-00-0000-0709,"Anggota DPR - MPR RI, Komisi V, Periode 2009 - 2014",,
1801-00-0000-0401,Anggota DPR RI (2004-2009 ),,
1801-00-0000-0401,Anggota DPR RI (2009 - Sekarang),,
1801-00-0000-0402,Anggota DPR/MPR RI Periode 2009-2014,,
1801-00-0000-0402,"Komisaris PT. Gindo Mitra Pratama, Jakarta Tahun 2008",,
1801-00-0000-0402,"Direktur PT. Cahaya Dewata Persads, Jakarta Tahun 1999",,
1801-00-0000-0402,Komisaris PT. Gindo Jaya Mitra Abadi Jakarta Tahun 1997,,
1801-00-0000-0402,"Direktur Pt. Langgeng Cakra Lestari, Area Manager PT. Wira Niaga Langgeng, Jakarta, Tahun 1989",,
1801-00-0000-0402,"Area Manager Pt. Sungai Budi, Jakarta Tahun 1986",,
1801-00-0000-0801,"Kabinen Indonesia Bersatu II, Menteri Kehutanan, 2009--",,
1801-00-0000-0801,DPR RI Ketua Komite Angket ttg Kebijaksanaan Pemerintah tdp Harga Minyak,,
1801-00-0000-0801,"Fraksi PAN DPR RI, Ketua, 2006-2009",,
1801-00-0000-0801,"DPR/MPR RI, Anggota, 2004-2009",,
1801-00-0000-0801,"PT. Panamas Safari Mitra Inti Lestari, Komisaris Utama, 2004-2006",,
1801-00-0000-0801,"PT. Batin Eka Perkasa, Komisaris Utama, 2004-2006",,
1801-00-0000-0801,"PT. Hudaya Safari Travel, Komisaris Utama, 2000-2006",,
1801-00-0000-0801,"PT. Panamas Mitra Inti Lestari, Presiden Direktur, 1997-2004",,
1801-00-0000-0801,"PT. Batin Eka Perkasa, Persiden Direktur, 1988-2004",,
1802-00-0000-0101,"1977-1998, PEMERINTAHAAN, PEGAWAI NEGERI SIPIL. 2000-2010, PEMERINTAHAAN, BUPATI WAY KANAN 2 PERIODE, LAMPUNG",,
1802-00-0000-0501,"1994-1995, PT Panin Bank, JAKARTA",,
1802-00-0000-0501,"2004-2013, ANGGOTA DPR RI, JAKARTA",,
1802-00-0000-0201,Anggota DPR RI,,
1802-00-0000-0601,,,
1802-00-0000-0301,Asistan Dosen Universitas Muhammadiyah Lampung (UML),,
1802-00-0000-0301,Dosen Universitas Muhammadiyah Lampung (UML),,
1802-00-0000-0301,Guru SMA Kartini Lampung,,
1802-00-0000-0301,"Guru SMA Plus IAIN Radin Intan, Bandar Lampung",,
1802-00-0000-0301,Guru Sma Utama II Bandar Lampung,,
1802-00-0000-0301,"Direktur Pondok Pesantern Darul Hikmah, Bandar Lampung",,
1802-00-0000-0301,Anggota DPRD Provinsi Lampung,,
1802-00-0000-0301,"Anggota DPR RI, 2004-2009",,
1802-00-0000-0301,"Anggota DPR RI, 2009-2014",,
1802-00-0000-0703,Dosen Universitas Indonesia,,
1802-00-0000-0703,General Manager PT.SMPI,,
1802-00-0000-0703,Direktur PT.DRU,,
1802-00-0000-0703,General Manager PT. SBP,,
1802-00-0000-0703,Direktur PT. DIF,,
1802-00-0000-0703,Ketua DPRD Provinsi Lampung,,
1802-00-0000-0401,Tahun 1978 s/d 1982 sebagai Pengacara Praktek di Jogjakarta,,
1802-00-0000-0401,Tahun 1983. s/d. Sekarang sebagai Advokat.,,
1802-00-0000-0402,Anggota DPR/MPR RI Periode 2009-2014,,
1802-00-0000-0402,"Kepala Bagian Medical Record RS. Dr. Cipto Mangunkusumo, 1977 - 1995",,
1802-00-0000-0402,"Pendiri Medical Record Department di RS. Dr. Cipto Mangunkusumo, 1975 - 1977",,
1802-00-0000-0402,"Kepala Medical Record Department, Sydney Eye Hospital - Australia 1970-1973",,
1802-00-0000-0801,"DPR RI, Anggota, 2009-2014",,
1802-00-0000-0801,"BPR Haneda, Komisaris, 2005-sekarang",,
1802-00-0000-0801,"Menteri Sekretaris Negara, Staf khusus, 2007-2009",,
1802-00-0000-0801,"Menteri Perhubungan, Staff Khusus, 2006-2007",,
1802-00-0000-0801,"PT. Arthindo Utama, Direktur Utama, 1998-2006",,
1802-00-0000-0801,"PT. Arthindo Utama, Direktur, 1983-1998",,
1802-00-0000-0801,"PT. Dynamicdrilling Corp, Direktur, 1982-1983",,
1802-00-0000-0801,"PT. Innosa, Direktur, 1978-1979",,
1802-00-0000-0801,"PT. Dela Rohita, Well Site Engineer, 1978-1979",,
1901-00-0000-0501,"1982-2000, DEPARTEMEN PERINDUSTRIAN & PERDAGANGAN, PNS KAS1E DIT.JEN, JAKARTA",,
1901-00-0000-0501,"1997-1999, MPR/DPR RI KOMISI IV. ANGGOTA. JAKARTA",,
1901-00-0000-0501,"1999-2004. MPR/DPR RI KOMISI VI, ANGGOTA, JAKARTA",,
1901-00-0000-0501,"2004-2009, MPR/DPR RI KOMISI V, ANGGOTA, JAKARTA",,
1901-00-0000-0501,"2009-2014, MPR/DPR RI KOMISI II, ANGGOTA. JAKARTA",,
1901-00-0000-0501,"1977-1981, PT.PUTERA PERANCANG PEMBANGUNAN, KONSULTAN, JAKARTA",,
1901-00-0000-0701,"PT. Feliko Internasional, tahun 2002 - sekarang",,
1901-00-0000-0701,"PT. Sarana Marindo, tahun 2008 - sekarang",,
1901-00-0000-0701,"TMR Ltd., tahun 2010 - sekarang",,
1901-00-0000-0701,"Essex Field Ventures Ltd, tahun 2010 - sekarang",,
1901-00-0000-0401,Anggota DPR RI Periode 2009 - 20014,,
1901-00-0000-0401,Anggota DPR RI Periode 2004 - 2009,,
1901-00-0000-0401,Anggota DPRD II Kab. Bangka Periode 1999 - 2004,,
1901-00-0000-0401,"Senior PT. LG Elektronik (PMA Korea ), Tahun 1991 - 1997",,
1901-00-0000-0401,"Technical Supervisor PT. Panggung Electronika ( PMA Jerman ), Tahun 1979 - 1990",,
1901-00-0000-0401,"Teknisi PT. Elbiru (PMA Jerman), Th. 1977 -1978",,
2101-00-0000-0101,"1968-199I, SDN PANGGAK LAUT, GURU, PANGGAK LAUT-BATAM",,
2101-00-0000-0101,"1985-2013, STAI, DOSEN LUAR BIASA. BATAM",,
2101-00-0000-0101,"1991-2001, DINAS PENDIDIKAN, KEPALA DINAS, BATAM",,
2101-00-0000-0101,"2001-2005, PEMERINTAHAN DAERAH, WALIKOTA, BATAM",,
2101-00-0000-0401,Asisten Pengacaro AMALIA SANTOSO & Associoies Mei 1990 - Oktoner 1991,,
2101-00-0000-0401,Pengacaro di tomor Pengacora ELZA SYARIF & Poriness. Oktober 1991 - Mari 1992,,
2101-00-0000-0401,Mendirikon Kontor pengacora rialatifa & Partness. Moret 1992,,
2101-00-0000-0401,Anggota DPR RI menggontikon Ibu Megawari Sooforan Putri sbg onggota Penggonti onior wafn MPR/DPR F. PDIP,,
2101-00-0000-0801,"Komisi X DPR RI, Wakil Ketua, 2010-Sekarang",,
2101-00-0000-0801,"Fraksi Partai Amanat Nasional DPR RI, Ketua, 2009-2010",,
2101-00-0000-0801,"Komisi XI DPR RI, Wakil Ketua, 2004-2009",,
2101-00-0000-0801,"Kota Batam, Wakil Walikota, 2001-2004",,
2101-00-0000-0801,"DPRD Kota Batam Komisi B, Anggota, -2001",,
2101-00-0000-0801,"Banda Tour and Travel, Direktur, -2001",,
2101-00-0000-0801,"Pembiayaan Rakyat Syariah Vitka Center,",,
2101-00-0000-0801,"Bank Perkeriditan Rakyat Banda Raya Batam, Komisaris, -2004",,
2101-00-0000-0801,"SPBU terpadu Tiban-Batam, Direktur, -2004",,
2101-00-0000-0801,"SPBU Sei Panas, Direktur, -1999",,
3101-00-0000-0501,"2008-2014, PT.GAS ENERGY JATIM, DIREKTUR UTAMA, JAKARTA",,
3101-00-0000-0501,"1998-2014, PT.RADIO GARDA ASIA BUMI, KOMISARIS, JAKARTA",,
3101-00-0000-0501,"1993-1993, PT.WITRAGA, DIREKTUR UTAMA, JAKARTA",,
3101-00-0000-0906,Pelaksana Subbag Dalagram Kanwil Dep. Agama Jakarta,,
3101-00-0000-0906,Pelaksana Subbag Keuangan,,
3101-00-0000-0906,Kepala Subbag Keuangan,,
3101-00-0000-0906,Kepala Subbag Dalagram,,
3101-00-0000-0906,Kepala Bagian Tata Usaha,,
3101-00-0000-0906,Kepala Kantor Wilayah Departemen Agama prov DKI Jakarta,,
3101-00-0000-0906,Lektor UIN Syarif Hidayatullah Jakarta,,
3101-00-0000-0906,Kepala Biro AUAK IAIN Syekh Nurjati Cirebon,,
3101-00-0000-0906,Kepala Biro Keuangan dan BMN Kemenag,,
3101-00-0000-0601,Komandan Batalyon Infanteri 303 Kostrad Tahun 1989,,
3101-00-0000-0601,Komandan Brigade Infanteri 13 Kostrad Tahun 1995,,
3101-00-0000-0601,Asisten Operasi Kasdam IV / Diponegoro Tahun 1996,,
3101-00-0000-0601,Komandan Korem 012/ TU Banda Aceh Tahun 1998,,
3101-00-0000-0601,Kepala Staf Kodam 1/ BB Medan Tahun 1999,,
3101-00-0000-0601,Komandan Pussenif TNI AD Bandung Tahun 2003,,
3101-00-0000-0601,Kepala Staf Kostrad Jakarta tahun 2004,,
3101-00-0000-0601,Dirut PT Mandala Airlines Jakarta Tahun 2005,,
3101-00-0000-0601,Komisaris Utama PT Kartika Propertindo Perkasa Tahun 2006,,
3101-00-0000-0601,Komisaris PT Seto Putri Persada Tahun 2010,,
3101-00-0000-0601,Preskom PT Bhayangkara Utama Tahun 2011,,
3101-00-0000-0301,"Anggola DPR/MPR RI,2009 - Sekarang",,
3101-00-0000-0301,"Dintklur The Future Institute, Jakarta, 2008 - sekarang",,
3101-00-0000-0301,"Direklur Yayasan Al Iman, Depok, 2003 - Sekarang",,
3101-00-0000-0301,"Dosen STEI SEBI, Ciputat-Tangerang, 1999 - 2003",,
3101-00-0000-0301,Dosen Sekolah Tinggi Al Khoirot Condet-Jakarta. 1997 - 1999,,
3101-00-0000-0301,"Dircktur Sekkolah Tinggi Al Islah, Tangerang, 1993-1996",,
3101-00-0000-0703,"PT. Pertamina Training & Consulting, Staff Marketing, 2004-2006",,
3101-00-0000-0401,PENDIKI LEMBAGA SEKTIFIKASI PROFESI HOTEL & RESTOKA PRESIDENT DIRECTOR & DEO PT. SAHID INTERNATIONAL MANAGEMENT DIREKTOR PT. SAHID INTERNATIONAL HOTEL,,
3101-00-0000-0401,VICE PRESIDENT PT. SAHIB LIPPO INTERNATIONAL,,
3101-00-0000-0401,ANGGOTA DPRRI (TAHUN 2005-2009),,
3102-00-0000-0501,"1998-2014, PT.DUNIA HOBI, KOMISARIS, JAKARTA",,
3102-00-0000-0501,"2008-2014, PT.TOYKAR, KOMISARIS UTAMA, JAKARTA",,
3102-00-0000-0501,"2009-2014, DRP RI, ANGGOTA, JAKARTA",,
3102-00-0000-0901,"Top Model Indonesia, 1980-1994",,
3102-00-0000-0901,"Redaktur pelaksana Majalah SARINAH, 1990-1995",,
3102-00-0000-0901,Redaktur khusus Majalah MATRd 1995-1999,,
3102-00-0000-0901,"Pembawa acara Program TV ""Oh Mama Oh Papa"" ANTV, 1990-1995",,
3102-00-0000-0901,"Pembawa acara Progam TV ""OKKY"" ANTV, 1995-1996",,
3102-00-0000-0901,"Pembawa acara Program TV ""GAYA"" SCTV, 1990-1998",,
3102-00-0000-0901,"Pembawa acara Program TV ""Obrolan Cantik"" Metro TV 1999",,
3102-00-0000-0901,"Humas Persatuan Catur Seluruh Indonesia (PERCASI), 1999",,
3102-00-0000-0901,"Narasumber pada berbagai Seminar Kepribadian, 1990- Sekarang",,
3102-00-0000-0901,"Duta Koperasi Waita, 2008",,
3102-00-0000-0901,"Anggota Partai Pesatuan Pembangunan, 2009",,
3102-00-0000-0901,"Anggota Dewan Perwakilan Rakyat Republik Itdonesia, Komisi Kesehatan dan Tenaga Kerja (Komisi IX), mulai 12 ktobr 2009-Sekaranga.",,
3102-00-0000-0601,Anggota DPD-RI/MPR-RI/B-43 Periode 2004-2009,,
3102-00-0000-0601,Ketua Panitia Khusus (PANSUS) RUU Perubahan UU No 34 Tahun 1999. Tentang Pemerintahan Propinsi Daerah Khusus Ibukota Negara Republik Indonesia 2008,,
3102-00-0000-0601,Anggota PAHI DPD RI 2004-2009,,
3102-00-0000-0601,Anggota Panitia Urusan Rumah Tangga (PURT) DPD RI 2004-2009,,
3102-00-0000-0601,Anggota Panitia Perancang Undang-undang (PPUU) DPD RI 2004-2009.,,
3102-00-0000-0601,Presiden Direktur Etnikom Network 14 Stasiun Radio Swasta di Wilayah Jawa dan Sumatra 2000-Sekarang,,
3102-00-0000-0601,Direktur Utama PT. Begaya Nyanyian Irama Sejati (BENS RADIO 106.2 FM) Jakarta 1989-Sekarang,,
3102-00-0000-0601,Marketing PT. Santos Jaya Abadi (Kopi Kapal Api) Jakarta 1989,,
3102-00-0000-0301,KETUA MAJELIS PERMUSYAWARATAN RAKYAT REPUBLIK INDOESIA 2004-2009,,
3102-00-0000-0301,KETUA BADAN KERJASAMA ANTAR PARLEMENT DPR RI (2012-SEKARANG),,
3102-00-0000-0301,KETUA FRA(SI PARTAI KIADILAN SEJAHTERA DPR N (2012 SE(ARANC),,
3102-00-0000-0701,WAKIL KETUA MPR RI /2009-2014,,
3102-00-0000-0701,DW. PERTIMBAN GAN KPPRI /DPR RI/02009-2014,,
3102-00-0000-0701,PENASEHAT FRAKST PAPTAI DEMOKRAT / 2009/2014,,
3102-00-0000-0701,KOMISARIS / PT AL AMIN UNIVERSAL / 2013,,
3102-00-0000-0701,KOMISARIS UTAMA / .PT MANASTIC PRIMA / 2013,,
3102-00-0000-0401,"Direktur CV Tomantaros, Jakarta (1989-1994)",,
3102-00-0000-0401,"Komisaris PT Tomantaros, Jakarta (1994-1999)",,
