id_calon,riwayat_pendidikan
3603-00-0000-0202,"S-1 Instttut Ilmu Al-Qur'an (IIQ) Jakarta, lulus th. 1993"
3603-00-0000-0202,"S-2 lnstitut Ilmu Al-Qur'an (IIQ) Jakarta, lulus th. 2002"
3603-00-0000-0601,"SDN llir I Kota Palembang, Lulus Tahun 1970"
3603-00-0000-0601,SMPN 43 Kota Jakarta Lulus Tahun 1982
3603-00-0000-0601,"SMAN 2 Kota Manado, Lulus Tahun 1985"
3603-00-0000-0601,"Universitas pancasila SI (Starta Satu), lulus Tahun 1993"
3603-00-0000-1002,"SDN Merdeka V Bandung, tamat th 1971"
3603-00-0000-1002,"SMPN 89 Jakarta, tamat th 1974"
3603-00-0000-1002,"SMAN 3Badung, tamat th 1979"
3603-00-0000-1002,"ATENAS Bandung, tamat th 1985"
3603-00-0000-0301,MAN - Madrasah Aliyah Negeri Subang (1989)
3603-00-0000-0301,"S1 - Univ, Imam Muhammad Jbn Saud Jakarta(1993)"
3603-00-0000-0301,S2 - Institut ilmu Al-Qur'an Jakarta (2007)
3603-00-0000-0702,SD PINANG 1966
3603-00-0000-0702,SMP CILEDUG 1969
3603-00-0000-0702,SMA PRIBADITANGEBANG 1972
3603-00-0000-0702,UNIVERSITAS INDONESIA JAKARTA Tahun 1982
3603-00-0000-0702,"UNIVERSITAS SETYAGAMA PASCA SAR,ANA JAKARTA 2009"
3603-00-0000-0702,DOKTOR UNPANDJ (Sedang Menempuh)
3603-00-0000-0401,SARJANA TEKNIK JURUSAN TEKNIK SIPIL UNPAR-1995
3603-00-0000-0401,SMA TARUNA BAKTI BANDUNG -1989
3603-00-0000-0409,"Sekolah Dasar (SD) Negeri Dima, Hiliduho-Nias, TAMAT Tahun l986"
3603-00-0000-0409,"Sekolah Menengah Pertama (SMP) Negeri 3 Gunungsitoli, Nias, TAMAT Tahun 1989"
3603-00-0000-0409,"Sekolah Menengah Ekonomi Atas (SMEA) Swasta Gunungsitoli, Nias, TAMAT Tahun 1992"
3603-00-0000-0409,", Strata 1 Universitas Mercubuana Jakarta TAMAT Tahun 2012"
3603-00-0000-0409,Magister Akuntansi Universitas Mercubuana Jakarta sampai sekarang (Semester 3)
3603-00-0000-0801,"S3 Fak. Hukum Universitas Padjajaran, Bandung, -2012"
3603-00-0000-0801,"S2 Fak. Hukum Universitas Tarumanegara, Jakarta, -2002"
3603-00-0000-0801,"SI Fak. Hukum Universitas Muhammadiyah Jakarta, Jakarta, -1987"
3603-00-0000-0801,"SMA Negeri 16 Jakarta Barat, Jakarta Barat, -1981"
3603-00-0000-0801,"SMP Muhammadiyah 26 Slipi, Jakarta Barat, -1977"
3603-00-0000-0801,"SD Negeri Slipi I Petang, Jakarta Barat, -1974"
5101-00-0000-0501,"1971-1977, SD, SD NEGERI TAJUN SINGARAJA, BALI"
5101-00-0000-0501,"1977-1980, SLTP, SMP NEGERI 15 BANDUNG, BANDUNG"
5101-00-0000-0501,"1980-1983, SLTA, SMA NEGERI 13 BANDUNG, BANDUNG"
5101-00-0000-0501,"1983-1991, S1, UNIVERSITAS ISLAM NUSANTARA BANDUNG, BANDUNG"
5101-00-0000-0502,"1977-1983, SD,SDN 3 KEROBOKAN, BALI"
5101-00-0000-0502,"1983-1986, SLTP, SMP NGURAH RAI KEROBOKAN, BALI"
5101-00-0000-0502,"1986-1989, SLTA, SMA PGRI 6 BADUNG, BALI"
5101-00-0000-0602,SD 1 Sanur tahun 1979
5101-00-0000-0602,SMP Negeri Sanur tahun 1982
5101-00-0000-0602,SMA Perintis Denpasar tahun 1985
5101-00-0000-0602,S.1 STMI Handayani Denpasar tahun 2006
5101-00-0000-0602,S.2 UNHI Denpasar tahun 2009
5101-00-0000-0701,"SE; Jurusan Pemasaran, Fak. Ekonomi, UI, 1983"
5101-00-0000-0701,"Ir; Teknik Mesin, Institut Teknologi Bandung, 1974"
5101-00-0000-0701,"SMA Negeri Singaraja, Bali. 1970"
5101-00-0000-0701,"Seminar tentang ""Total Quality Control"", Jakarta, November 1983"
5101-00-0000-0701,"Survey Industri ke Taiwan, Thailand, Singapura dan Malaysia, Maret, 1982"
5101-00-0000-0701,"EDP untuk Manajer ""INSTITUTE OF ADVANCE"" Teknologi Komputer, 1982"
5101-00-0000-0707,
5101-00-0000-0401,SD Negeri 1 Tua
5101-00-0000-0401,SLTP Widya Bakti Tua
5101-00-0000-0401,STM Negeri Denpasar
5101-00-0000-0401,Universitas Mahasiswati fakultas keguruan
5101-00-0000-0401,"Pasca Sarjana, Jurusan Ilmu Pemerintahan Universitas Satyagama Jakarta"
5101-00-0000-0402,
5101-00-0000-0404,SD No 1 Peguyangan Denpasar (1971 - 1977)
5101-00-0000-0404,SMP Swa Dharma Peguyangan Denpasar (1978- 1981)
5101-00-0000-0404,SMA Negeri 1 Denpasar (1981 - 1984)
5101-00-0000-0404,Sarjana Ekonomi Universitas Pendidikan Nasional Denpasar (1984 - 1989)
5101-00-0000-0404,English Course Edith Cowwan University Pert Western-Australia (1997)
5101-00-0000-0404,Program Pasca Sarjana di Universitas Pendidikan Nasional Denpasar (2001 -2003)
5101-00-0000-0405,"SD Saraswati Denpasar, Lulus 1972"
5101-00-0000-0405,"SMP N I Denpasar, Lulus 1975"
5101-00-0000-0405,SMA N I Denpasar Lulus 1978
5201-00-0000-0101,"1963-1966, SLTP, SMP NEGERI II, MATARAM"
5201-00-0000-0101,"1966-1969, SLTA, SMA NEGERI, MATARAM"
5201-00-0000-0101,"1982- 1986, SI, UNIVERSITAS INDONESIA, JAKARTA"
5201-00-0000-0101,"1991-1993, S2, COLORADO SCHOOL OF MINES, COLORADO"
5201-00-0000-0101,"1994.1996, S2, ENSPM, PERANCIS"
5201-00-0000-0101,"1996-1998, S3, COLORADO SCHOOL OF MINES. COLORADO"
5201-00-0000-0505,"1988-1991, SLTA, SWASTA PERGURUAN NASIONAL, JAKARTA"
5201-00-0000-0505,"2004-2008, SI, STIE YAI, JAKARTA"
5201-00-0000-0901,SD 6 tahun di Tg. Balai Karimur.
5201-00-0000-0901,SMP 3 Tahun di Tanjung Batu Kundur
5201-00-0000-0901,SMA 3 tahun Di DKI Jakarta
5201-00-0000-0901,"S1, Fakultas Farmasi Universitas Pancasilae"
5201-00-0000-0201,"SDN Tersana Bam, Cirebon, Lulus tahun 1984"
5201-00-0000-0201,"SMPN 2 Cilcdug, Cirebon, Lulus tahun 1987"
5201-00-0000-0201,"SMA Sunan Gunung Jati, Cirebon, Lulus tahun 1990"
5201-00-0000-0201,"Fakultas Teknjk, Jurusan Teknik Sipil Universitas Darul Ulum, Lulus tahun 1999"
5201-00-0000-0601,1975 - 1981: Sekolah Desar Negeri 9 Ampenan
5201-00-0000-0601,1981 - 1984: Sakolah Menengah Pertama (SMP) Kesuma Cakranegara
5201-00-0000-0601,1984 - 1987: SMAN 1 Mataram
5201-00-0000-0601,"1987 - 1991: Universitas Mataram, Fakultas Ekonomi"
5201-00-0000-0601,"1991 - 1994: Master Bussines Administration of Marketing and International Bussines Amstrong University, Berkeley California, Amerika Serikat"
5201-00-0000-1010,"SDN 1, Karang Jangkong, Mataram, Tamat 1989"
5201-00-0000-1010,"MTS NW Pancor, Tamat 1992"
5201-00-0000-1010,"SMAN 1, Mataram, Tamat 1995"
5201-00-0000-1010,"STEKPI, Jakarta, Tamat 2002"
5201-00-0000-0301,"Madrasah lbidriyah, Sumbawa"
5201-00-0000-0301,"SMP Muhammadiyah, Sumbawa"
5201-00-0000-0301,"SMA Muhammadiyah, Sumbawa"
5201-00-0000-0301,"Fakultas Ekonomi Universitas Indonesia, Jakarta"
5201-00-0000-0710,"1984, SDN NO. 3 MATARAM, MATARAM"
5201-00-0000-0710,"1987, SMPN 2 MATARAM, MATARAM"
5201-00-0000-0710,"1991, SMAN 1 MATARAM, MATARAM"
5201-00-0000-0710,"2003, UNIVERSITAS WIRASWASTA INDONESIA FAKULTAS EKONOMI, JAKARTA"
5201-00-0000-0401,SD (lulus 1963)
5201-00-0000-0401,SMP (lulus 1967)
5201-00-0000-0401,SMA (lulus 1987)
5201-00-0000-0401,Fakultas Hukum Univ Al Azhar Mataram (lulus 2007)
5201-00-0000-0801,"Universitas Jayabaya (Magister Management), Jakarta, 2010-2012"
5201-00-0000-0801,"Universitas Muhammadiyah Lampung (Fak. Tekhnik Elektro). Bandar Lampung, 1987"
5201-00-0000-0801,"SMA Utama III Tanjung Karang, Bandar Lampung,"
5201-00-0000-0801,"SMP Negeri II Bimadi Bima, NTB, 1981 -1984"
5201-00-0000-0801,"SD Negeri X Bimadi Bima, NTB, 1975-1981"
5301-00-0000-0101,"SD Negeri 1, Reo, Kab. Manggarai, Lulus 1969"
5301-00-0000-0101,"SMP St. Pius XII, Kisol, Kab. Manggarai, Lulus 1972"
5301-00-0000-0101,"SMA Swadaya, Ruteng, Kab. Manggarai, Lulus 1969"
5301-00-0000-0101,"Taruna Akademi llmu Pelayaran Republik Indonesia (AIP), Jakarta"
5301-00-0000-0101,"Sarjana Ekonomi Unika Atma Jaya, Jakarta, Lulus 1986"
5301-00-0000-0501,"1970-1976, SD, REGINA PACIS JAKARTA, JAKARTA"
5301-00-0000-0501,"1976-1979, SLTP, SP REGINA PACIS JAKARTA,JAKARTA"
5301-00-0000-0501,"1979-1982, SLTA, SMA REGINA PACIS JAKARTA, JAKARTA"
5301-00-0000-0601,"SD Xaverius V, Palembang, Tahun Lulus: 1981"
5301-00-0000-0601,"SMP Xaverius II, Palembang, Tahun Lulus: 1984"
5301-00-0000-0601,"SMA Kolose De Britto, Alamat JI Laksda Adisucipto No. 161 Yogyakarta, Tahun Lulus: 1987"
5301-00-0000-0601,"Universitas Katolik Parahyangan, Fakultas Ilmu Sosial dan Ilmu Politik (Jurusan Hubungan Internasional) Alamat JI. Cimbeleuit No. 94 bandun, tahu Lulus: 1995"
5301-00-0000-0601,"Universitas Indonesia, Program pasca Sarjana Kajian Ilum Kepolisian, Alamat JI. Salemba Raya no. 4 Jakarta, Tahun Lulus: 2006"
5301-00-0000-0701,SD Katholik Denge Flores NTT 1975
5301-00-0000-0701,SMP Tubi Ruteng NTT 1977
5301-00-0000-0701,SMA Seminari ST. Pius XII Kisol NTT 1982
5301-00-0000-0701,"Universitas Brawijaya Malang, Fakultas Hukum 1987"
5301-00-0000-0701,"Universitas Indonesia, Magister Hukum 1997"
5301-00-0000-0701,"Universitas Indonesia, Doktor Hukum 2006"
5301-00-0000-0406,SDK ENDE II THN 1979-1985 LULUS
5301-00-0000-0406,SMPK NDAO ENDE THN 1985-1988 LULUS
5301-00-0000-0406,SMA NEGERI ENDE THN 1988-1991 LULUS
5301-00-0000-0406,TEKNIK GEOLOGI UGM THN 1991-98 LULUS
5301-00-0000-0801,"Universitas Dwijendra Denpasar, Bali, 1986-1992"
5301-00-0000-0801,"SMA Negri Ruteng Flores NTT, NTT, 1983-1986"
5301-00-0000-0801,"SMP Negri II Ruteng Manggarai NTT, NTT, 1981-1983"
5301-00-0000-0801,"SDK Terong Manggarai Flores, Flores, 1975-1981"
5302-00-0000-0107,"1973-1979, SD, SD SEMAU, KUPANG"
5302-00-0000-0107,"1979-1982, SLTP, SMP NEGERI 1, KUPANG"
5302-00-0000-0107,"1982-1985, SLTA, SMA PGRI, KUPANG"
5302-00-0000-0107,"1995-2000, S1, SEKOLAH TINGGI HUKUM INDONESIA, JAKARTA: DAFTARRTWAYAT EIDUP BAKAL CALON ANGGOTA DPR MODELBB-11INDONESIA5"
5302-00-0000-0501,"1970-1973, SLTA, SMAN 9 JAKARTA, JAKARTA"
5302-00-0000-0501,"1979-1983, S1, UNIV. TRISAKTI, JAKARTA"
5302-00-0000-0502,"1963-1966, SLTP, SMP KUPANG, KUPANG - NTT"
5302-00-0000-0502,"1966-1969, SLTA, SMA KUPANG, KUPANG - NTT"
5302-00-0000-0502,"1970-1982, S1, FK UKI, JAKARTA"
5302-00-0000-0601,"Master Management Agribisnis (S2), Institut Pertanian Bogor Tahun (1999)"
5302-00-0000-0601,"Peace and Resolution Conflict Program Ohio University, USA (2003)"
5302-00-0000-0601,"Sarjana Sosial Ekonomi Pertanian, Universitas Timor Leste, Dili (1989)"
5302-00-0000-1001,"SDNegeri-1 Baa, Rote-NTT, Lulus, Tahun 1975"
5302-00-0000-1001,"SMP Negeri-1 Baa, Rote-NTT. Lulus, Tahun 1979"
5302-00-0000-1001,"SMA Palapa, Kupang-NTT, Lulus, Tahun 1982"
5302-00-0000-1001,"Fakultas Ekonomi, Universitas Krisnadwipayana (UNKRIS), Jakarta, Lulus, Tahun 1996"
5302-00-0000-1001,"Megister Administrasi Publik, UNKRIS, Jakarta, Lulus, Tahun 2007"
5302-00-0000-0702,"Sekolah Dasar, SD Negeri Namosain, Kupang NTT 1966 -1972"
5302-00-0000-0702,"Sekolah Menengah Pertama, Negeri I, Kupang NTT 1972 -1975"
5302-00-0000-0702,"Sekolah Menengah Atas, (SMPP Negeri 34), Kupang NTT 1975-1979"
5302-00-0000-0702,"Ilmu Ekonomi, Sarjana Akuntansi (SI), Universitas Pendidikan Nasional (undiknas) Sekolah Tinggi Ilmu Ekonomi, Denpasar, Bali."
5302-00-0000-0702,"Keuangan, Master (S2), Universitas Pelita Harapan, Jakarta"
5302-00-0000-0702,Paskah Sarjana Fakultas Hukum Universitas Gajah Mada (UGM).
5302-00-0000-0702,"Program Doktor Ilmu Ekonomi (S3), Universitas 17 Agustus, Surabaya."
5302-00-0000-0401,"SD Katholik Ende, Tahun 1975"
5302-00-0000-0401,"SMP Katholik Frateran Nda, thn 1978"
5302-00-0000-0401,"SMA Katholik Ende, thn 1982"
5302-00-0000-0401,SLTA (Program Poket C) thn 2003
6101-00-0000-0101,"1974-1980, SD, SD TANJUNG SALEH, KAB. PONTIANAK"
6101-00-0000-0101,"1980-1983, SLTP, SMP 16, PONTIANAK"
6101-00-0000-0101,"1983-1986, SLTA, SMAN 16, PONTIANAK"
6101-00-0000-0101,"1988-1992, S1, FAK. HUKUM UNTAN PONTIANAK"
6101-00-0000-0101,"2002-2004, S2, UNIV. TANJUNG PURA, PONTIANAK"
6101-00-0000-0501,"1980-1983,SLTA.SMUN I PONTIANAK, PONTIANAK"
6101-00-0000-0501,"1983-1987, SI, INSTITUT PERTANIAN BOGOR, BOGOR"
6101-00-0000-0501,"2010-2012, S2, INSTITUT PERTANIAN BOGOR, BOGOR"
6101-00-0000-0901,"Akademik Pimpinan Perusahaan (APP), Jakarta Tahun Lulus 1975."
6101-00-0000-0201,SD Tambora 03 Pagi (1986)
6101-00-0000-0201,SMP Triratna (1989)
6101-00-0000-0201,SMATriratna(1992)
6101-00-0000-0201,Universitas Tarumanegara (1997)
6101-00-0000-0609,SPRG. L Sekotal. Pengasar Paust Gigi 9 lulus 1981
6101-00-0000-0609,SMP. Brudek. Pontianak . Kalimartan Bakeet lulus. 1977
6101-00-0000-0609,SD. Suster. Pontional . Kalimastan Bakal. Lulus 1974
6101-00-0000-0703,SD Negeri No.33 Sukabangun Ketaparg (1982-1988)
6101-00-0000-0703,SMP Negeri No.03 Ketaparg (1988-1991)
6101-00-0000-0703,SMA Negeri No.03 Ketaparg (1991-1993)
6101-00-0000-0703,Fakultas Hukum Universitas Tanjungpura (1993-1988)
6101-00-0000-0402,"SD AMKUR, Sambas, 1994"
6101-00-0000-0402,"SLTP Gembala Baik, Jl. Ahmad Yani Pontianak, 1997"
6101-00-0000-0402,"SMU Negeri 1 Pontianak, 2000"
6101-00-0000-0402,"Fakultas Kedokteran Universitas,Atmajaya; Jakarta, 2007"
6101-00-0000-0403,"SD. Bantuan Pauh Desa, Dusun Pauh Desa Sintang 1978-1984"
6101-00-0000-0403,"SMP. 17 Agustus Sintang, Jl. Akcaya II Sintang 1984 -1987"
6101-00-0000-0403,"SMA. Panca Setya, Jl. Imam Bonjol No. 59 Sintang 1987 -1990"
6101-00-0000-0403,"S1 Univ. Tandjungpura, Jl. A. Yani Pontianak 78124 1991 -1998"
6101-00-0000-0403,"S2 Univ. Tandjungpura, Jl. A. Yani Pontianak 78124 2006-2008"
6101-00-0000-0404,"SD Nusa Indah, Pontianak (Lulus 1981)"
6101-00-0000-0404,"SMP Bruder Bersubsidi, Pontianak (Lulus 1984)"
6101-00-0000-0404,SMA Negri 1 Pontianak (Lulus 1987)
6101-00-0000-0404,"Sarjana Teknik Planologi, ITB Bandung (Lulus 1993)"
6101-00-0000-0404,"Magister Manajemen, Sekolah Tinggi Manajemen PPM Jakarta (Lulus 2005)"
6101-00-0000-0801,"SD Negeri Nanga Pak, Nanga Pak, 1983-"
6101-00-0000-0801,"SMP Negeri Sapauk, Sapauk, 1986-"
6101-00-0000-0801,"SMA Muhammadiyah,, 1989-"
6101-00-0000-0801,"S1 Universitas Tanjung Pura, Tanjung Pura, 1995 -"
6101-00-0000-0801,"S2 Universitas Tanjung Pura, Tanjung Pura, 2002 -"
6201-00-0000-0101,"1971-1977, SD, SD NEGERI II PANGKALAN BUN, PANGKALAN BUN"
6201-00-0000-0101,"1977-1980, SLTP, SLTP NEGERI 1 PANGKALAN BUN, PANGKALAN BUN"
6201-00-0000-0101,"1981-1984, SLTA, SMAN 1 PANGKALAN BUN, PANGKALAN BUN"
6201-00-0000-0101,"2002-2006, S1, UNIVERSITAS NASIONAL, JAKARTA"
6201-00-0000-0502,"1974-1980. SD. SDN 2 HAMPATUNG, KALIMANTAN TENGAH"
6201-00-0000-0502,"1980-1983, SLTP, SMPN 2 SELAT, KALIMANTAN TENGAH"
6201-00-0000-0502,"1983-1986, SLTA. SMAN 1 KUALA KAPUAS. KALIMANTAN TENGAH"
6201-00-0000-0502,"2002-2008. S1. STIE PALANGKARAYA, KALIMANTAN TENGAH"
6201-00-0000-0601,SD HIPPINDO Banjarmasin 1983
6201-00-0000-0601,SMP Negeri 2 Palangka Raya 1986
6201-00-0000-0601,SMA Negeri 2 Palangka Raya 1989
6201-00-0000-0601,Sarjana (SI) Universitas Tri Tunggal Surabaya 2009
6201-00-0000-0401,"Master Commercil Law, Deakin University Australia lulus tahun 2004"
6201-00-0000-0401,"Ilmu Hukum Universitas Trisakti Jakarta, lulus tahun 2002"
6201-00-0000-0401,"SMA Swasta St. Beljarminus, Menteng Jakarta Pusat lulus tahun 1996"
6201-00-0000-0401,SMP Negeri 1 Banjarmasin; Kalimantan Selatan lulus tahun 1993
6201-00-0000-0401,"SD Bersubsidi Wiyata I Banjarmasin,Kalimantan Selatan lulus tahun 1989"
6201-00-0000-0402,"SD/ SR: SDN Tumbang Kunyi, Tahun 1973"
6201-00-0000-0402,"SLTP: SMPN 1 Puruk Cahu, 1976"
6201-00-0000-0402,"SLTA: SMAN 3 Banjarmasin, Tahun 1980"
6201-00-0000-0402,"Sarjana / Diploma: Fakultas Kehutanan UNLAM Banjarbaru, Kalsel, Tahun 1985"
6201-00-0000-0402,"Pasca Sarjana: Sekolah Tinggi Manajemen PPM Jakarta, Tahun 19952. Doktor (S3) Manajemen Pendidikan, Universitas Negeri Jakarta(UNJ). Tahun 2011"
6201-00-0000-0801,"Magister Hukum Universitas Brawijaya, Malang, 2009-Sekarang"
6201-00-0000-0801,"Universitas Palangkaraya, Palangkaraya, 2005-2008"
6201-00-0000-0801,"SMA Paket C, Palangkaraya, -2004"
6301-00-0000-0501,"2001-2002, S1. UKI, JAKARTA"
6301-00-0000-0501,"1972-1975, SLTA, SMAN 3, BANJARMASIN"
6301-00-0000-0505,"1977-1983, SD, SDK SANTA MARIA II, MALANG"
6301-00-0000-0505,"1983-1986, SLTP, SMPK SANTA MARIA II, MALANG"
6301-00-0000-0505,"1986-1989, SLTA, SMAN 1, MALANG"
6301-00-0000-0505,"1989-1994, SI, UNIVERSITAS BRAWIJAYA, MALANG"
6301-00-0000-0901,SD Negeri Tanah Habang Kanan Tamat Tahun 1982
6301-00-0000-0901,SM Negeri 4 Amuntai Tamat Tahun 19 85
6301-00-0000-0901,SMA Negeri Amuntai Tahun Tahun 1988
6301-00-0000-0901,SI Universitas Lambung Mangkural Tamat Tahun 1995
6301-00-0000-0901,S2 Universitas Lambung Mangkural Tamat Tahun 2007
6301-00-0000-0201,SDN NAGASARI BANJARMASIN TAHUN 1972
6301-00-0000-0201,SMP NEGERI 1 TERATAI TAHUM 1975
6301-00-0000-0201,SMAN 1 BANJARMASJN TAHUN 1980
6301-00-0000-0201,DIPLOMA (AKADEMI KEUANGAN INDONESIA BANJARMASIN TAHUN 1987
6301-00-0000-0201,S-1 SEKOLAH TINGGI EKONOMI TAHUN 1987
6301-00-0000-0201,S-2 UNIVERSITAS TUJUH BELAS AGUSTUS 1945 SURABAYA TAHUN 1996
6301-00-0000-0201,S-3 UNIVERSITAS TUJUH BELAS AGUSTUS 1945 SURABAYA TAHUN 2012
6301-00-0000-0604,SDN Merpati di Biravang tamat 1965
6301-00-0000-0604,SMP Negeri di Biravang tamat 1968
6301-00-0000-0604,SMA Negeri di Barabai tamat 1971
6301-00-0000-0604,APDN Baniarbaru tamat 1974
6301-00-0000-0604,Institut Ilmu Pemerintahan Jakarta tamat 1983
6301-00-0000-0604,Pasca Sarjana UNITOMO Surabaya tamat 2004
6301-00-0000-0301,SMA Negeri 7 Jakarta
6301-00-0000-0301,STIE BISNlS INDONESIA
6302-00-0000-0501,"1990-1993, SLTA, SMAN 3 MALANG, JAWA TIMUR"
6302-00-0000-0501,"1995-1999, S1, DEAKIN UNIVERSITY, AUSTRALIA"
6302-00-0000-0901,SD Negeri Banjarbaru Utara2 (1990-1996)
6302-00-0000-0901,SLTP Negeri 2 Banajarbaru (1996-1999)
6302-00-0000-0901,SMU Negeri 1 MantaPura (1999-2002)
6302-00-0000-0901,Fakulktas Hukum Univ. Lamhbung Mangkurat(2003-2007)
6302-00-0000-0201,"0-1980, UNIVERSITAS SEBELAS MARKET, PAGATAN"
6302-00-0000-0201,"0-1966, SEKOLAH RAKYAT, PAGATAN"
6302-00-0000-0201,"0-1969, SMP PAGATAN, PAGATAN"
6302-00-0000-0201,"0-1972, SMAN 1, PAGATAN"
6302-00-0000-0601,SR Negeri 5 Kotabaru Tahun Lulus 1963
6302-00-0000-0601,SMEP Negeri Kotabaru Tahun Lulus 1966
6302-00-0000-0601,SMEA Negeri Kotabaru Tahun Lulus 1969
6302-00-0000-0601,S1 STIA BINA BANUA Banjarmsin Tahun Lulus 1992
6302-00-0000-0601,STIE IPWI Jakarta Tahun Lulus 1998
6302-00-0000-0401,SDN KURAU (1967)
6302-00-0000-0401,D3 APDN BANJARBARU
6302-00-0000-0401,SMPN 1 PELAIHARI (1970)
6302-00-0000-0401,S1 UNIBRAW (1989)
6302-00-0000-0401,SMAN 3 BANJAMASIN (1974)
6401-00-0000-0101,"1955-1961, SD, SEKOLAH RAKYAT, KALTIM"
6401-00-0000-0101,"1961-1964, SLTP, SEKOLAH MENENGAH EKONOMI PERTAMA, KALTIM"
6401-00-0000-0101,"1964-1968, SLTA, SEKOLAH MENENGAH EKONOMI ATAS, KALTIM"
6401-00-0000-0101,"1976-1980, SI, UNIVERSITAS MULAWARMAN, KALTIM"
6401-00-0000-0501,"1977-1983, SD, SDN 002 SANGATTA, SANGATTA"
6401-00-0000-0501,"1983-1986, SLTP, SMP SINGA GEWEH, SANGATTA"
6401-00-0000-0501,"1986-1989, SLTA, SMAN 2 TANJUNG, TANJUNG"
6401-00-0000-0501,"1990-1996, S1, UNIVERSITAS LAMBUNG MANGKURAT, BANJARMASIN"
6401-00-0000-0501,"1999-2001, S2, UNIVERSITAS SOEDIRMAN, PURWOKERTO"
6401-00-0000-0505,"1973-1975, SLTP, SMPN 66, JAKARTA"
6401-00-0000-0505,"1979-1989, SI, KEDOKTERAN UNHAS. MAKASAR"
6401-00-0000-0505,"1976-1979, SLTA, SMA I. MAKASAR"
6401-00-0000-0505,"1994-1998, S2, OBSGYN UNHAS, MAKASAR"
6401-00-0000-0505,"1967-1973, SD, SD RAWA KEMIRI, JAKARTA"
6401-00-0000-0901,SD Negeri Kota. Baru Tahun 1967
6401-00-0000-0901,PGAN 4 tahun Kota Baru Tahun 1971
6401-00-0000-0901,SMU Balikpapan Tahun 1998
6401-00-0000-0901,SI Universitas Darul Ulum Jombang Tamat Tahun 2003
6401-00-0000-0901,S2 Magiser Hukum Universitas Brawijaya Tanun 2010
6401-00-0000-0601,"SMA,PARE-PARE,LULUS TAHUN 1969"
6401-00-0000-0302,SMAN 2 Samarinda Tahun 1987 Tahun 1988
6401-00-0000-0302,FMIPA UNHAS Ujung Pandang Tahun 1995 Tahun 1997
6401-00-0000-0302,Pascasarjana UNHAS Tahun 2004
6401-00-0000-0701,SD N 002 LOA JAMAN
6401-00-0000-0701,SMP N G SAMARINDA
6401-00-0000-0701,SMA N 3 SAMARINDA
6401-00-0000-0701,UNIVERSITAS MULAWARMAN SAMARINDA
6401-00-0000-0401,Sekolah Dasar Negeri No. 40 Gemar Baru Tahun 1979
6401-00-0000-0401,Sekolah Menengah Pertama PGRI 2 Samarinda Tahun 1982
6401-00-0000-0401,Sekolah Menengah Tingkat Atas Ki hajar Dewantara Samarinda Tahun 1985
6401-00-0000-0401,Fakultas Kehutanan Unmul Samarinda 1990
6401-00-0000-0401,Program Magister Ilmu Lingkungan Unmulb Samarinda Tahun 2008
7101-00-0000-0501,"1987-1993, SD, SDN 01, KOTABANGON"
7101-00-0000-0501,"1993-1996, SLTP, SMPN 04, KOTAMOBAGU"
7101-00-0000-0501,"1996-1999, SLTA, SMUN 01, KOTAMOBAGU"
7101-00-0000-0501,"1999-2007, S1, UNIVERSITAS SAMRATULANGI, MANADO"
7101-00-0000-0602,"SR TAHUN 1963, MANADO"
7101-00-0000-0602,"SMP RK 1966, MANADO"
7101-00-0000-0602,"SMAN II 1969, MANADO"
7101-00-0000-0602,"AKABRI 1973, MAGELANG, SUKABUMI"
7101-00-0000-0701,SMA B - Makassar
7101-00-0000-0701,Akademi Milter Nasional - Magelang
7101-00-0000-0701,SESKOAD - BANDUNG
7101-00-0000-0701,SESKOGAB ABRI - BANDUNG
7101-00-0000-0701,LEMHANNAS - JAKARTA
7101-00-0000-0701,Universitas Terbuka / Fak Ilmu Sosial dan Politik
7101-00-0000-0401,"S1 - STIE TRI DHARMA WIDYA, Selesai Tahun 1996 - JAKARTA"
7101-00-0000-0401,"D3 - AKADEMI AKUNTANSI MANADO, TAHUN 1987"
7101-00-0000-0401,AKADEMI ACCOUNTING JAYABAYA Tahun 1982 - JAKARTA
7101-00-0000-0401,SMA - SMA NEGERI MANADO Tahun 1982
7101-00-0000-0402,"UNIVERSITAS KRISTEN INDONESIA FAKULTAS SASTRA, JURUSAN SASTRA INGGRIS JL. MAYJEN SUTOYO NO.2, CAWANG, LULUSAN TAHUN 2002"
7101-00-0000-0402,"SMA SERUNI DON BOSCO KEBA YORAN LAMA, JAKARTA SELATAN LULUSAN TAHUN 1994"
7101-00-0000-0402,"SMP NEGERI BITUNG KOTA BITUNG, SULAWESI UTARA"
7101-00-0000-0402,"SD KATOLDX RK.II BITUNG KOTA BITUNG, SULAWESI UTARA"
7101-00-0000-0806,"FISIP Univ. Sam Ratulangi, Manado, 1987-2003"
7101-00-0000-0806,"SMA Negeri VI, Manado, 1984-1987"
7101-00-0000-0806,"SMP Negeri I, Manado, 1980-1983"
7101-00-0000-0806,"SD Negeri XV, Manado, 1973-1980"
7201-00-0000-0101,"SD Wosu, Desa Wosu Kec. Bungku Barat, Morowali; 1981"
7201-00-0000-0101,"SMP Bungku, Kec. Bungku, Morowali; 1984"
7201-00-0000-0101,"SMA N Bungku, Kec. Bungku, Morowali; 1993"
7201-00-0000-0101,Universitas Tadulako Fakultas Ekonomi Universitas Tadulako Palu; 1993
7201-00-0000-0501,"1958-1964, SD, SEKOLAH RAKYAT, PALU"
