id_calon,ringkasan,program_kerja
3308-00-0000-0404,"
RUU PILKADA (2014)
KITA SEDANG BERUSAHA BERIKHTIAR AGAR PILKADA LANGSUNG TETAP ADA. KITA BILANG YANG RUGI KADERMU SENDIRI. SAYA CURIGA MOTIVASINYA PARTAI-PARTAI INI TERSANDERA KASUS PILPRES YANG BELUM SELESAI. KOALISI MERAH PUTIH SEPERTINYA BERPIKIR BISA MENUMPULKAN PROGRAM-PROGRAM PEMERINTAH PUSAT. INI ADA 1 PERSOALAN BELUM SELESAI, RUU PILKADA HANYA JADI KORBAN. PDIP TERUS MELAKUKAN LOBI-LOBI DI DPR UNTUK MENGUBAH RENCANA PILKADA MELALUI DPRD. PILKADA BISA JAUH LEBIH MURAH SEJAUH SOSOKNYA ITU BAIK. KALAU ADA ORANG YANG ANGGAP PILKADA MAHAL, BERARTI PARTAINYA TIDAK MEMILIKI SOSOK YANG LAYAK DIJUAL. (DETIK.COM, 9 SEPTEMBER 2014) : MENOLAK UU PILKADA DENGAN PASA INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT.
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
","VISI MISI: DESA HEBAT INDONESIA HEBAT
MENYATAKAN PERATURAN DAERAH YANG CONDONG KE AGAMA TERTENTU MELANGGAR PANCASILA & UUD 1945 (2010)
PROGRAM KERJA: RUU DESA
"
3308-00-0000-0801,,
3309-00-0000-0504,,
3309-00-0000-0901,,
3309-00-0000-0201,,
3309-00-0000-0601,,
3309-00-0000-0301,,
3309-00-0000-0401,,
3309-00-0000-0405,,
3309-00-0000-0801,,"VISI MISI
1. TEGUH INGIN MENYUSUN PERUNDANG-UNDANGAN YANG BENAR-BENAR BERPIHAK PADA MASYARAKAT
2. WAKIL RAKYAT HARUS BERANI MENGARTIKULASIKAN BILA ADA LANGKAH EKSEKUTIF YANG MENCEDERAI RASA KEADILAN MASYARAKAT
3. DEMOKRASI HARUS DIKRITISI
"
3310-00-0000-0501,"HAK INTERPELASI 2012
SALAH SATU ANGGOTA DPR RI PENGUSUL HAK INTERPELASI KEPADA MENTERI BUMN DAHLAN ISKAN
","VISI MISI 
MENJADI TKI BUKANLAH SUATU PEKERJAAN YANG NISTA, MELAINKAN TKI ADALAH PEKERJAAN YANG TERPUJI KALAU DINIATI UNUK IBADAH DAN MENGHIDUPI KELUARGA. (BAMBANG SUPRIYANTO)
"
3310-00-0000-0902,,
3310-00-0000-0201,,
3310-00-0000-0204,,"PROGRAM KERJA
1. KESEJAHTERAAN TANI DENGAN MENGUSAHAKAN HARGA GABAH YANG MENGUNTUNGKAN DAN HARGA PUPUK YANG BISA TERJANGKAU
2. MENGUSAHAKAN HOME INDUSTRY KECIL DAN MENENGAH SEBAGAI SUMBER PEREKONOMIAN MASYARAKAT AGAR TETAP BERJALAN BAIK DAN SEMAKIN MAJU DENGAN MENGUSAHAKAN PASOKAN BAHAN BAKU YANG TERJANGKAU
"
3310-00-0000-0601,,
3310-00-0000-0401,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
","VISI DAN MISI: KETIDAKADILAN DAN PEMERATAAN YANG TIDAK SERIUS DILAKUKAN. ""KARENA KETIDAKADILAN DAN KETIMPANGAN MAKA MUDAH DISULUT DAN DIEKSPLOITASI,"" UJAR HENDRAWAN. FOR BETTER INDONESIA IS POSSIBLE. INI AGAR KITA TIDAK LOYO."
3310-00-0000-0805,,
3401-00-0000-0501,,
3401-00-0000-0201,,
3401-00-0000-0604,,
3401-00-0000-0301,,"AKAN MEMPERJUANGKAN DIWAJIBKANNYA PENGAJARAN BAHASA JAWA DI SEKOLAH-SEKOLAH DIY KEPADA PENGUNJUK RASA PAGUYUBAN PENGAJAR BAHASA DAERAH BERHARAP MASUK KOMISI BIDANG PERTANIAN ( BIDANG PERTANIAN MEMANG SUDAH MENJADI FOKUSNYA KETIKA MENJADI ANGGOTA DPRD PROVINSI. DIA BAHKAN MENJADI KETUA PANSUS RENCANA PEMBANGUNAN LIMA TAHUN DIY. “SALAH SATU PROBLEM KRUSIAL DI DIY SELAIN URUSAN BUDAYA, PENDIDIKAN, EKONOMI KREATIF ADALAH SOAL PERTANIAN. BAHKAN PERTANIAN DI DIY BANYAK MENYERAP TENAGA KERJA PALING BANYAK. NAMUN FAKTANYA, DI DIY LAHAN MAKIN SEMPIT KARENA LAJU PENGURANGAN LAHAN LUAR BIASA SEKALI. SALAH SATUNYA ADALAH PEMBANGUNAN PROPERTI,” TERANGNYA, SAAT BERBINCANG DENGAN HARIAN JOGJA, SABTU (3/5/2014). KARENA ITU, KETIKA DILANTIK NANTI, DIA BERHARAP BISA MASUK DI KOMISI YANG MEMBIDANGI PERTANIAN AGAR BISAMEMBANTU PERTANIAN DIY. “NAMUN SAYA TERSERAH DPP. KARENA MEREKA YANG MEMILIKI OTORITAS PENUH MENEMPATKAN SAYA DI KOMISI APA NANTI,” KATANYA. SUKAMTA MENYEBUT JIKA KEBERHASILANNYA MELENGGANG KE SENAYAN ADALAH AMANAH. ANAK DAN ISTRINYA PUN TIDAK TERLALU GIRANG MENGETAHUI DIRINYA MENJADI ANGGOTA DPR. “ISTRI SAYA ADALAH MANTAN AKTIVIS. BAHKAN KEDUA ANAK SAYA JUGA AKTIVIS. JADI TIDAK ADA YANG ISTIMEWA. YANG JELAS, MEREKA BAKAL PROTES KARENA PASTI SAYA BAKAL JARANG DI RUMAH,” TUTUP KETUA DPW PKS CABANG INGGRIS PERIODE 2004-2006 ITU SEMBARI TERTAWA.)"
3401-00-0000-0704,,
3401-00-0000-0401,,
3401-00-0000-0403,,PROGRAM KERJA: RUU PERLINDUNGAN PRT (PEMBANTU RUMAH TANGGA)
3401-00-0000-0801,,
3501-00-0000-0505,,
3501-00-0000-0201,,"VISI MISI
- MENGEMBALIKAN PERAN POLITIK SIPIL SECARA PARTISIPATIF
- TERWUJUDNYA ASPIRASI RAKYAT YANG REFORMATIF
- MENGEMBALIKAN CITRA LEMBAGA & PRIBADI LEGISLATIF SEBAGAI WAKIL RAKYAT YANG HAKIKI
"
3501-00-0000-0202,,
3501-00-0000-0602,,
3501-00-0000-0301,"SIKAP POLITIK
DALAM MEDIA, BAIK MEWAKILI FRAKSI PKS ATAU KOMISI V, SIGIT TERCATAT CUKUP SERING MENGUNGKAPKAN PENDAPATNYA DALAM BEBERAPA ISU, KHUSUSNYA:
- TAHUN 2014, SIGIT MEMINTA BADAN PENGELOLAAN WILAYAH SURAMADU (BPWS) AGAR MEMPRIORITASKAN TERSEDIANYA ZONA PERUMAHAN BAGI MASYARAKAT BERPENGHASILAN RENDAH (MBR) PADA RAPBN 2015. PERMINTAAN INI DILATARBELAKANGI KEKURANGAN PASOKAN RUMAH. 
- TAHUN 2013, SIGIT (DAN KOMISI V) MEMINTA AGAR PENGHAPUSAN KRL EKONOMI DITUNDA AGAR
“MEMPERTIMBANGKAN DAYA BELI MASYARAKAT”. PERNYATAAN INI DIBERIKAN DENGAN CATATAN BAHWA IA (DAN KOMISI V) TETAP MENDUKUNG RENCANA PT KAI UNTUK MELAKUKAN UPAYA PENINGKATAN KUALITAS LAYANAN.
- TAHUN 2013, SIGIT (DAN FRAKSI PKS) MENYARANKAN KEMENTERIAN PERUMAHAN RAKYAT (KEMENPERA) AGAR TIDAK MEREVISI ATURAN KEPEMILIKAN PROPERTI OLEH WARGA ASING KARENA BISA “BERIMBAS KEPADA KIAN BERKURANGNYA KEMAMPUAN MASYARAKAT BERPENGHASILAN RENDAH (MBR) UNTUK MEMBELI PROPERTI”. 
- TAHUN 2012, SIGIT (DAN KOMISI V) MENGINGATKAN PEMERINTAH UNTUK MELAKUKAN PERCEPATAN PEMBANGUNAN SARANA DAN PRASARANA TRANSPORTASI, MENINGKATKAN KUALITAS DAN JANGKAUAN PELAYANAN. PERNYATAAN SIGIT MENANGGAPI EVALUASI BAPPENAS YANG DISAMPAIKAN KEPADA DPR, DAN MENINGKATNYA KECELAKAAN TERKAIT TRANSPORTASI. (SUMBER)
- TAHUN 2012, SIGIT (DAN KOMISI V) MENYARANKAN PEMERINTAH UNTUK MEMBENTUK BADAN SERTIFIKASI LAIK UDARA INDEPENDEN. IA MEMBERIKAN SARAN INI SETELAH BEBERAPA KASUS DIMANA PILOT TERTANGKAP MENGGUNAKAN NARKOBA. (SUMBER)
- TAHUN 2012, SIGIT (BESERTA KOMISI V) MENYARANKAN KEMENTERIAN PERUMAHAN RAKYAT AGAR MEMBUAT STANDAR MUTU BANGUNAN YANG SAMA, DAN AGAR DILAKUKAN PENGAWASAN TERHADAP RUSUNAWA-RUSUNAWA YANG TELAH DIBANGUN. (SUMBER)
- TAHUN 2011, SIGIT MENYESALKAN BADAN PENANGGULANGAN LUMPUR SIDOARJO (BPLS) YANG PADA SAAT ITU BARU MEREALISASIKAN 42% DARI KEGIATAN YANG SUDAH DIANGGARKAN UNTUKNYA. SIGIT MENILAI BAHWA TERDAPAT BEBERAPA KEGIATAN YANG SEHARUSNYA TIDAK DILAKUKAN. 
- TAHUN 2010, SIGIT (DAN FRAKSI PKS) MENOLAK RENCANA PEMERINTAH UNTUK MENAIKKAN TARIF DASAR LISTRIK (TDL). IA MENGUNGKAPKAN BAHWA KEBIJAKAN INI “MENGORBANKAN MASYARAKAT KARENA PRODUKSI LISTRIK YANG TERUS MENGALAMI KENAIKAN”. SIGIT MERASA BAHWA HARGA PRODUKSI TINGGI KARENA BAURAN ENERGI DI PEMBANGKIT LISTRIK YANG TIDAK EFISIEN; UNTUK MENEKAN BIAYA, IA MENYERUKAN AGAR PEMBANGKIT LISTRIK MENGGUNAKAN LEBIH BANYAK ENERGI GAS, GEOTERMAL ATAU BATU BARA.

",
3501-00-0000-0706,,
3501-00-0000-0401,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3501-00-0000-0403,,
3501-00-0000-0407,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3501-00-0000-0804,,
3502-00-0000-0101,,
3502-00-0000-0505,,"VISI = MEWUJUDKAN MASYAKAT INDONESIA YANG BERKEADILAN, BERKESEJAHTERAAN, BERKUALITAS DALAM MERAIH RIDHA ALLAH SWT. KEADILAN MERUPAKAN FUNDASI PENTING DALAM PENGELOLAAN NEGARA. DALAM NEGARA YANG BERKEADILAN, TIDAK DIBIARKAN ADANYA KESEWENANG-WENANGAN. DALAM KEADILAN TERKANDUNG PRINSIP-PRINSIP UTAMA SEPERTI LEBIH MENGUTAMAKAN KEPENTINGAN UMUM DI ATAS KEPENTINGAN PRIBADI, BERPIHAK KEPADA KEBENARAN, MENGHARGAI HAK DAN KEWAJIBAN, DAN MENDEKATKAN DIRI PADA KETAKWAAN. KESEJAHTERAAN MENCAKUP KESEJAHTERAAN EKONOMI, SOSIAL, BUDAYA, AGAMA DAN LAINNYA. KESEJAHTERAAN TIDAK HANYA DILIHAT DARI LAJU PERTUMBUHAN EKONOMI YANG TINGGI, TINGKAT INFLASI YANG STABIL, DAN KESEMPATAN KERJA YANG LUAS. LEBIH LUAS DARI ITU, DALAM KESEJAHTERAAN HARUS TERJADI DISTRIBUSI PENDAPATAN DAN SUMBERDAYA EKONOMI YANG ADIL DAN MERATA. DALAM KESEJAHTERAAN JUGA TERDAPAT KEBEBASAN MENGUNGKAPKAN PENDAPAT, KEBEBASAN BERKUMPUL DAN BERORGANISASI. DENGAN DEMIKIAN, TERWUJUD KESEJAHTERAAN LAHIR DAN BATIN. BERKUALITAS BERARTI BAHWA MASYARAKAT HARUS CERDAS, SEHAT, BERIMAN DAN BERTAKWA KEPADA ALLAH SWT. MASYARAKAT YANG BERKUALITAS DAPAT DILIHAT DARI BERFUNGSINYA LAYANAN KESEHATAN YANG OPTIMAL, BERJALANNYA SISTEM PENDIDIKAN YANG TERATUR DAN EFEKTIF, DAN NILAI-NILAI MORAL DAN AGAMA YANG DILAKSANAKAN DALAM KEHIDUPAN. RIDHA ALLAH ADALAH TUJUAN AKHIR YANG HAKIKI DARI SEMUA AKTIFITAS KEHIDUPAN. AKTIFITAS APA PUN YANG DILAKUKAN DALAM KEHIDUPAN BERMASYARAKAT BERBANGSA DAN BERNEGARA DITUJUKAN UNTUK MERAIH RIDHA ALLAH. DENGAN INILAH MAKA SEMUA AKTIVITAS MENJADI BERMAKNA DI HADAPAN ALLAH. JIKA ALLAH SUDAH RIDHA, MAKA BANGSA DAN NEGARA AKAN DILIMPAHI BAROKAH DAN KSESEJAHTERAAN. 
MISI =
VISI DI ATAS DITERJEMAHKAN KE DALAM MISI YANG BERSIFAT OPERASIONAL SEBAGAI BERIKUT:
1. MEWUJUDKAN NILAI-NILAI KEADILAN DALAM KEHIDUPAN BERMASYARAKAT, BERBANGSA DAN BERNEGARA.
2. MENDORONG PENEGAKAN HUKUM DALAM PEMBERANTASAN KORUPSI, KOLUSI DAN NEPOTISME.
3. MEWUJUDKAN KEHIDUPAN RAKYAT YANG SEJAHTERA LAHIR DAN BATIN.
4. MEWUJUDKAN MASYARAKAT BERKUALITAS JASMANI DAN ROHANI, BERIMAN DAN BERTAKWA.
5. MENINGKATKAN IMPLEMENTASI NILAI-NILAI MORAL DAN AGAMA DALAM KEHIDUPAN BERMASYARAKAT, BERBANGSA,
DAN BERNEGARA.
6. MENYALURKAN ASPIRASI MASYARAKAT.
7. MEWUJUDKAN KEHIDUPAN DEMOKRASI YANG SEHAT.
"
3502-00-0000-0901,,
3502-00-0000-0201,"RUU PILKADA (2014)
""KEDAULATAN RAKYAT TERANCAM DIRAMPAS, BILAMANA RUU PILKADA TERSEBUT DISAHKAN MENJADI UNDANG-UNDANG DENGAN MEKANISME KEPALA DAERAH DIPILIH DPRD. KAMI YAKIN PAK SBY KONSEN DENGAN DEMOKRASI, KAMI BERHARAP PAK SBY TERKAIT RUU PILKADA BERSIKAP DENGAN JERNIH. TOLONG PAK SBY MENYAMPAIKAN KEPADA PARTAI DEMOKRAT DAN KOALISI MERAH PUTIH AGAR BERPIKIR JERNIH DALAM MENYELAMATKAN DEMOKRASI.""
- ABDUL MALIK HARAMAIN TIDAK MENDUKUNG REVISI UU MD3 MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG TIDAK MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). PENGGERAK DI FRAKSINYA UNTUK MELAKUKAN WALKOUT DALAM PROSES VOTING PEMILIHAN KETUA DPR-WAKIL KETUA DPR
",
3502-00-0000-0601,"SIKAP POLITIK
HAK INTERPELASI 2012
SALAH SATU ANGGOTA DPR RI PENGUSUL HAK INTERPELASI KEPADA MENTERI BUMN DAHLAN ISKAN

","VISI MISI
MENJADI TKI BUKANLAH SUATU PEKERJAAN YANG NISTA, MELAINKAN TKI ADALAH PEKERJAAN YANG TERPUJI KALAU DINIATI UNUK IBADAH DAN MENGHIDUPI KELUARGA. (BAMBANG SUPRIYANTO)
"
3502-00-0000-0707,,
3502-00-0000-0401,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3503-00-0000-0501,,
3503-00-0000-0901,,
3503-00-0000-0202,,"VISI MISI
DPR MENJADI RUMAH RAKYAT YANG MEMAJUKAN HAK-HAK PEREMPUAN DAN ANAK.
PROGRAM KERJA
A) MEMPERJUANGKAN ANGGARAN PEMBANGUNAN NEGARA YANG PRO RAKYAT, RESPONSIVE GENDER DAN PRO PENYANDANG DISABILITAS.
B) MEMPERLUAS AKSES DAN CAKUPAN PENDIDIKAN UNTUK SELURUH WARGA NEGARA INDONESIA.
C) MEMPERJUANGKAN KEBIJAKAN PUBLIK YANG MENJAMIN PARTISIPASI PEREMPUAN DAN KELOMPOK MARJINAL DARI TINGKAT DESA HINGGA NASIONAL.
D) MEMPERJUANGKAN KEBIJAKAN PUBLIK TERKAIT EKONOMI YANG MEMAJUKAN PEREMPUAN NELAYAN, PETANI DAN PENGELOLA INDUSTRI RUMAH TANGGA.
E) MENDORONG PENINGKATAN KUALITAS LAYANAN PENDIDIKAN DAN KESEHATAN TERUTAMA UNTUK MENURUNKAN ANGKA KEMATIAN IBU MELAHIRKAN (AKI), ANGKA KEMATIAN BAYI (AKB), DAN ANGKA PUTUS SEKOLAH (APTS).
"
3503-00-0000-0204,,
3503-00-0000-0601,,
3503-00-0000-0701,"SAAT AZAM BERADA DI KOMISI VI, AZAM CUKUP INTENS MENGAWAL BERBAGAI RUU DAN BISA DIKATAKAN SEBAGAI ANGGOTA FRAKSI DEMOKRAT PALING AKTIF DI KOMISI VI. AZAM HAMPIR SAJA DIPILIH SEBAGAI WAKIL KETUA KOMISI VI SEBAGAI PERWAKILAN DEMOKRAT, TAPI KARENA PEROMBAKAN BESAR-BESARAN DI INTERNAL FRAKSI DEMOKRAT, AKHIRNYA DITUNJUK BENNY KABUR HARMAN UNTUK DIPINDAH DARI KETUA KOMISI III MENJADI WAKIL KETUA KOMISI VI. SECARA SPESIFIK SAAT PERDEBATAN IPO (INITIAL PUBLIC OFFERING) SAHAM SEMEN BATURAJA YANG DIUSULKAN MENTERI BUMN DAHLAN ISKAN, AZAM MENJADI PENGGERAK REKAN-REKANNYA DI KOMISI VI UNTUK MENDUKUNG PROSES IPO (2012). BISA JADI KARENA AZAM MENGETAHUI SELUK-BELUK SEMEN BATURAJA, DIMANA AZAM PERNAH MENJADI STAF SEMEN BATURAJA DARI 1979-2003. HINGGA KEMUDIAN POLEMIK SEMEN BATURAJA HARUS DIPINDAH PEMBAHASANNYA DARI KOMISI VI KE KOMISI XI SEJAK 2013, AZAM AKTIF MENGGERAKKAN REKAN-REKANNYA SESAMA FRAKSI DEMOKRAT DI KOMISI XI UNTUK MENYETUJUI IPO TERSEBUT. AZAM MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). AZAM KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). AZAM CUKUP INTENS HADIR DALAM PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) DAN BERBAGAI RAPAT BERSAMA MITRA KOMISI VI (MENTERI PERDAGANGAN, MENTERI PERINDUSTRIAN, MENTERI BUMN).",
3503-00-0000-0401,,
3504-00-0000-0101,,
3504-00-0000-0507,,
3504-00-0000-0201,,
3504-00-0000-0208,,
3504-00-0000-0602,,
3504-00-0000-0702,,
3504-00-0000-0401,"ARIF AKTIF MENGAWAL BERBAGAI RUU YANG DIBAHAS DI KOMISI II, ANTARA LAIN RUU PERTANAHAN, RUU PEMILU (ARIF SEBAGAI KETUA PANSUS RUU PEMILU, RUU INI MENJADI UU PADA 2012), RUU PEMDA, RUU KEISTIMEWAAN DIY, HINGGA RUU PILKADA. KEHADIRAN ARIF DI KOMISI II AMAT INTENS.",
3504-00-0000-0801,,
3505-00-0000-0101,,
3505-00-0000-0501,,
3505-00-0000-0201,,
3505-00-0000-0601,,
3505-00-0000-0701,"SAAT NURHAYATI BERADA DI KOMISI I, NURHAYAT LEBIH TERLIHAT INTENS DALAM PEMBAHASAN RUU KOMPONEN CADANGAN DIBANDING RUU LAIN YANG JUGA DIBAHAS DI KOMISI I. NURHAYATI SETUJU BAHWA RUU KOMPONEN CADANGAN HARUS SEGEA DISAHKAN. KESIBUKANNYA DI INTERNAL FRAKSI DEMOKRAT DAN DI INTER-PARLIAMENTARY UNION/IPU, MEMBUAT DIRINYA CUKUP SERING ABSEN DALAM BERBAGI RAPAT DI KOMISI I. NURHAYATI SENDIRI MENJABAT KETUA KOMISI PEREMPUAN DALAM IPU. NURHAYATI MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). NURHAYATI KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). NURHAYATI TIDAK BANYAK HADIR DALAM PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) DAN BERBAGAI RAPAT BERSAMA MITRA KOMISI I (MENTERI LUAR NEGERI, MENTERI KOMUNIKASI DAN INFORMASI, MENTERI PERTAHANAN, MENKOPOLHUKAM), MAUPUN SAAT DIRINYA SUDAH DIPINDAH KE KOMISI VIII. MESKI DEMIKIAN, KHUSUS SAAT DIRINYA TELAH BERADA DI KOMISI VIII, DIRINYA HADIR INTEN DALAM BERBAGAI RAPAT YANG MENGENAI BLSM.",
3505-00-0000-0401,"RUU PILKADA (2014): ""KOALISI MERAH PUTIH (KMP) JANGAN SAMPAI JUSTRU TERKESAN DIJADIKAN SEBAGAI ALAT UNTUK MENGHAMBAT PELAKSANAAN PROGRAM PRORAKYAT YANG DIRENCANAKAN JOKOWI-JK.PADAHAL SISTEM KITA ITU PRESIDENSIAL, BUKAN PARLEMENTER. UPAYA POLITIK YANG DITUNJUKKAN KMP SAAT INI DALAM PEMBAHASAN RUU PILKADA DIAKUI ATAU TIDAK ADALAH BUNTUT DARI BELUM LEGOWONYA MEREKA PASCA KEKALAHAN DI PILPRES LALU. MAKANYA, ADA UPAYA UNTUK MENGUBAH SISTEM PILKADA KE DPRD DARI YANG SEBELUMNYA SECARA LANGSUNG. BAGI PDIP, RUU PILKADA ITU SENDIRI AKAN MENCABUT ROH KEDAULATAN RAKYAT DALAM PROSES PILKADA.""
",VISI MISI: PEMERINTAH SUDAH SEHARUSNYA MELEMBAGAKAN PERINGATAN HARI LAHIR PANCASILA TANGGAL 1 JUNI SETIAP TAHUNNYA MELALUI SEBUAH KEPUTUSAN PRESIDEN YANG MENETAPKAN TANGGAL 1 JUNI 1945 SEBAGAI HARI LAHIRNYA PANCASILA UNTUK MELENGKAPI KEPUTUSAN PRESIDEN NOMOR 18 TAHUN 2008 YANG MENETAPKAN TANGGAL 18 AGUSTUS 1945 SEBAGAI HARI KONSTITUSI.
3505-00-0000-0404,,
3505-00-0000-0802,,
3506-00-0000-0101,,
3506-00-0000-0501,,
3506-00-0000-0201,,
3506-00-0000-0601,,
3506-00-0000-0701,VENNA TIDAK CUKUP AKTIF MENGHADIRI BERBAGAI RAPAT KOMISI I DPR RI DI BERBAGAI GUGUS KERJA ATAUPUN BERBAGAI TOPIK BAHASAN KOMISI I. SEMPAT DIPERTANYAKAN PUBLIK TERKAIT EFEKTIVITAS VENNA MENGIKUTI KUNJUNGAN KERJA KE LUAR NEGERI MENGENAI PENYEDIAAN ALUTSISTA. VENNA MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). VENNA KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013).,
3506-00-0000-0401,"RUU PILKADA (2014)
""KITA TELAH SEPAKAT BAHWA KEDAULATAN ADA DI TANGAN RAKYAT DAN RAKYATLAH YANG MENENTUKAN. BILA SEKARANG ADA KEINGINAN MENGEMBALIKAN KEDAULATAN KE DPRD TINGKAT II DAN I, SAYA MELIHAT BERDASARKAN PENGALAMAN BAHWA NANTI PERISTIWA TINDAK PIDANA KORUPSI ITU AKAN MENJADI SANGAT BANYAK. KEDAULATAN ITU TETAP BERADA DI TANGAN RAKYAT DAN PILKADA HARUS DIJALANKAN DENGAN CARA DIPILIH LANGSUNG"" - PRAMONO ANUNG

",
3506-00-0000-0402,,
3506-00-0000-0405,"VISI MISI
PENGEMBANGAN WILAYAH PERKOTAAN HARUS DILAKUKAN SECARA TERPADU, DENGAN MELIBATKAN BERBAGAI INSTANSI MAUPUN ANTARA PEMERINTAH PUSAT DAN DAERAH. “BANTUAN DARI PEMERINTAH PUSAT HARUS DITINDAKLANJUTI OLEH PEMERINTAH DAERAH. PENGEMBANGAN KOTA, TERUTAMA KOTA BESAR, TIDAK BISA DISELESAIKAN OLEH PEMDA SETEMPAT. DIA MENCONTOHKAN, UNTUK MENYELESAIKAN MASALAH DI JAKARTA, MISALNYA SOAL BANJIR, PEMDA DKI HARUS BEKERJASAMA DENGAN WILAYAH DI SEKITARNYA, BOGOR DAN DEPOK. KERJASAMA ANTARWILAYAH TERHAMBAT KARENA ADANYA EGO DARI MASING-MASING KOTA.
",
3506-00-0000-0801,,
3507-00-0000-0101,,
3507-00-0000-0502,,
3507-00-0000-0201,,
3507-00-0000-0601,,
3507-00-0000-0301,,"VISI MISI
KEBIJAKAN PANGAN SEHARUSNYA BERPIHAK PADA RAKYAT, KETAHANAN PANGAN HARUS DIBANGUN DI ATAS FONDASI KEMANDIRIAN PANGAN, BUKAN MELALUI IMPORTASI PANGAN.
"
3507-00-0000-0701,,
3507-00-0000-0702,,
3507-00-0000-0401,,
