lembaga,id_dapil,nama_dapil,id_partai,nama_partai,suara_calon_terpilih,peringkat_suara_calon_terpilih,suara_calon_semua,peringkat_suara_calon_semua,suara_partai,peringkat_suara_partai,jumlah_suara,peringkat_jumlah_suara
DPR,7303-00-0000,Sulsel III,6,Partai Gerakan Indonesia Raya,45197,3,188764,2,15567,2,204331,2
DPR,7303-00-0000,Sulsel III,9,Partai Persatuan Pembangunan,93856,2,121043,3,6330,10,127373,3
DPR,7303-00-0000,Sulsel III,7,Partai Demokrat,31747,6,99655,5,9851,4,109506,4
DPR,7303-00-0000,Sulsel III,8,Partai Amanat Nasional,38501,5,100597,4,6442,9,107039,5
DPR,7303-00-0000,Sulsel III,1,Partai NasDem,39828,4,95208,6,8792,6,104000,6
DPR,7303-00-0000,Sulsel III,4,Partai Demokrasi Indonesia Perjuangan,0,12,89244,7,8867,5,98111,7
DPR,7303-00-0000,Sulsel III,3,Partai Keadilan Sejahtera,0,10,73195,9,11561,3,84756,8
DPR,7303-00-0000,Sulsel III,10,Partai Hati Nurani Rakyat,0,7,74608,8,8418,7,83026,9
DPR,7303-00-0000,Sulsel III,2,Partai Kebangkitan Bangsa,0,11,45317,10,6803,8,52120,10
DPR,7303-00-0000,Sulsel III,15,Partai Keadilan dan Persatuan Indonesia,0,8,28093,11,2097,12,30190,11
DPR,7303-00-0000,Sulsel III,14,Partai Bulan Bintang,0,9,16898,12,2715,11,19613,12
DPR,5201-00-0000,NTB,5,Partai Golongan Karya,59074,7,256989,2,76293,1,333282,1
DPR,5201-00-0000,NTB,7,Partai Demokrat,83638,2,258509,1,60204,3,318713,2
DPR,5201-00-0000,NTB,3,Partai Keadilan Sejahtera,125083,1,219176,3,34694,7,253870,3
DPR,5201-00-0000,NTB,10,Partai Hati Nurani Rakyat,71211,3,181190,4,41220,6,222410,4
DPR,5201-00-0000,NTB,6,Partai Gerakan Indonesia Raya,55192,8,149183,6,69055,2,218238,5
DPR,5201-00-0000,NTB,8,Partai Amanat Nasional,62292,6,168529,5,27545,10,196074,6
DPR,5201-00-0000,NTB,4,Partai Demokrasi Indonesia Perjuangan,62987,5,137569,9,52000,4,189569,7
DPR,5201-00-0000,NTB,2,Partai Kebangkitan Bangsa,69542,4,138321,8,43999,5,182320,8
DPR,5201-00-0000,NTB,9,Partai Persatuan Pembangunan,49314,9,140423,7,31998,9,172421,9
DPR,5201-00-0000,NTB,1,Partai NasDem,37889,10,122981,10,32000,8,154981,10
DPR,5201-00-0000,NTB,14,Partai Bulan Bintang,0,12,60047,11,23721,11,83768,11
DPR,5201-00-0000,NTB,15,Partai Keadilan dan Persatuan Indonesia,0,11,30691,12,10769,12,41460,12
DPR,1201-00-0000,Sumut I,4,Partai Demokrasi Indonesia Perjuangan,159755,1,273631,1,89393,1,363024,1
DPR,1201-00-0000,Sumut I,5,Partai Golongan Karya,45232,7,214215,2,50910,4,265125,2
DPR,1201-00-0000,Sumut I,6,Partai Gerakan Indonesia Raya,46438,5,139669,5,67729,2,207398,3
DPR,1201-00-0000,Sumut I,3,Partai Keadilan Sejahtera,74510,2,159214,3,47033,5,206247,4
DPR,1201-00-0000,Sumut I,7,Partai Demokrat,34685,9,149228,4,52176,3,201404,5
DPR,1201-00-0000,Sumut I,8,Partai Amanat Nasional,47280,4,113679,6,33124,8,146803,6
DPR,1201-00-0000,Sumut I,10,Partai Hati Nurani Rakyat,49859,3,104940,7,35284,7,140224,7
DPR,1201-00-0000,Sumut I,9,Partai Persatuan Pembangunan,43908,8,78129,9,35493,6,113622,8
DPR,1201-00-0000,Sumut I,1,Partai NasDem,46233,6,78314,8,24975,9,103289,9
DPR,1201-00-0000,Sumut I,2,Partai Kebangkitan Bangsa,0,12,52465,10,20828,10,73293,10
DPR,1201-00-0000,Sumut I,15,Partai Keadilan dan Persatuan Indonesia,0,10,36827,11,7410,12,44237,11
DPR,1201-00-0000,Sumut I,14,Partai Bulan Bintang,0,11,29531,12,13430,11,42961,12
DPR,3207-00-0000,Jabar VII,4,Partai Demokrasi Indonesia Perjuangan,305707,1,443315,1,165343,1,608658,1
DPR,3207-00-0000,Jabar VII,5,Partai Golongan Karya,237146,2,384956,2,154955,2,539911,2
DPR,3207-00-0000,Jabar VII,6,Partai Gerakan Indonesia Raya,56745,4,234388,3,139423,3,373811,3
DPR,3207-00-0000,Jabar VII,3,Partai Keadilan Sejahtera,50935,6,163089,4,71388,5,234477,4
DPR,3207-00-0000,Jabar VII,7,Partai Demokrat,47837,7,129351,5,76944,4,206295,5
DPR,3207-00-0000,Jabar VII,2,Partai Kebangkitan Bangsa,31987,8,93033,8,69350,6,162383,6
DPR,3207-00-0000,Jabar VII,9,Partai Persatuan Pembangunan,77175,3,110711,6,49497,9,160208,7
DPR,3207-00-0000,Jabar VII,8,Partai Amanat Nasional,54576,5,106294,7,48263,10,154557,8
DPR,3207-00-0000,Jabar VII,10,Partai Hati Nurani Rakyat,0,9,81619,9,53979,8,135598,9
DPR,3207-00-0000,Jabar VII,1,Partai NasDem,0,12,70551,10,55069,7,125620,10
DPR,3207-00-0000,Jabar VII,14,Partai Bulan Bintang,0,11,25119,11,23322,11,48441,11
DPR,3207-00-0000,Jabar VII,15,Partai Keadilan dan Persatuan Indonesia,0,10,6940,12,5537,12,12477,12
DPR,3501-00-0000,Jatim I,4,Partai Demokrasi Indonesia Perjuangan,196684,1,284662,2,212685,1,497347,1
DPR,3501-00-0000,Jatim I,2,Partai Kebangkitan Bangsa,171494,2,298571,1,87058,3,385629,2
DPR,3501-00-0000,Jatim I,6,Partai Gerakan Indonesia Raya,33896,5,143453,4,107006,2,250459,3
DPR,3501-00-0000,Jatim I,8,Partai Amanat Nasional,56922,3,156446,3,40199,6,196645,4
DPR,3501-00-0000,Jatim I,7,Partai Demokrat,26335,7,110280,5,75990,4,186270,5
DPR,3501-00-0000,Jatim I,5,Partai Golongan Karya,30093,6,95453,6,38191,7,133644,6
DPR,3501-00-0000,Jatim I,3,Partai Keadilan Sejahtera,34930,4,62347,8,40373,5,102720,7
DPR,3501-00-0000,Jatim I,9,Partai Persatuan Pembangunan,0,12,63412,7,23881,10,87293,8
DPR,3501-00-0000,Jatim I,10,Partai Hati Nurani Rakyat,0,8,50001,9,37068,8,87069,9
DPR,3501-00-0000,Jatim I,1,Partai NasDem,0,11,39356,10,28095,9,67451,10
DPR,3501-00-0000,Jatim I,14,Partai Bulan Bintang,0,10,9514,11,6059,11,15573,11
DPR,3501-00-0000,Jatim I,15,Partai Keadilan dan Persatuan Indonesia,0,9,4072,12,2731,12,6803,12
DPR,6101-00-0000,Kalbar,4,Partai Demokrasi Indonesia Perjuangan,625756,1,709915,1,107855,1,817770,1
DPR,6101-00-0000,Kalbar,5,Partai Golongan Karya,100583,2,288976,2,60010,2,348986,2
DPR,6101-00-0000,Kalbar,6,Partai Gerakan Indonesia Raya,38455,6,177886,3,58395,3,236281,3
DPR,6101-00-0000,Kalbar,7,Partai Demokrat,34420,7,155287,5,41603,4,196890,4
DPR,6101-00-0000,Kalbar,8,Partai Amanat Nasional,83037,3,168652,4,27560,9,196212,5
DPR,6101-00-0000,Kalbar,1,Partai NasDem,73774,5,132670,6,36071,5,168741,6
DPR,6101-00-0000,Kalbar,9,Partai Persatuan Pembangunan,81113,4,107274,7,29290,8,136564,7
DPR,6101-00-0000,Kalbar,2,Partai Kebangkitan Bangsa,28608,8,84470,8,33467,6,117937,8
DPR,6101-00-0000,Kalbar,3,Partai Keadilan Sejahtera,0,12,77386,9,24760,10,102146,9
DPR,6101-00-0000,Kalbar,10,Partai Hati Nurani Rakyat,0,9,53421,10,33320,7,86741,10
DPR,6101-00-0000,Kalbar,15,Partai Keadilan dan Persatuan Indonesia,0,10,28307,11,10874,11,39181,11
DPR,6101-00-0000,Kalbar,14,Partai Bulan Bintang,0,11,22178,12,8635,12,30813,12
DPR,1402-00-0000,Riau II,5,Partai Golongan Karya,91595,1,252480,1,60228,1,312708,1
DPR,1402-00-0000,Riau II,4,Partai Demokrasi Indonesia Perjuangan,26650,5,90452,3,42387,2,132839,2
DPR,1402-00-0000,Riau II,7,Partai Demokrat,48906,3,91143,2,29205,4,120348,3
DPR,1402-00-0000,Riau II,6,Partai Gerakan Indonesia Raya,45622,4,85257,4,29565,3,114822,4
DPR,1402-00-0000,Riau II,2,Partai Kebangkitan Bangsa,60420,2,75620,6,23682,5,99302,5
DPR,1402-00-0000,Riau II,9,Partai Persatuan Pembangunan,0,11,79664,5,16866,7,96530,6
DPR,1402-00-0000,Riau II,8,Partai Amanat Nasional,0,12,57493,7,15783,10,73276,7
DPR,1402-00-0000,Riau II,3,Partai Keadilan Sejahtera,0,10,50979,8,16413,9,67392,8
DPR,1402-00-0000,Riau II,1,Partai NasDem,0,9,46502,9,16879,6,63381,9
DPR,1402-00-0000,Riau II,10,Partai Hati Nurani Rakyat,0,6,35341,10,16416,8,51757,10
DPR,1402-00-0000,Riau II,14,Partai Bulan Bintang,0,8,15464,11,8935,11,24399,11
DPR,1402-00-0000,Riau II,15,Partai Keadilan dan Persatuan Indonesia,0,7,9389,12,3589,12,12978,12
DPR,1602-00-0000,Sumsel II,4,Partai Demokrasi Indonesia Perjuangan,125836,1,256411,1,143437,1,399848,1
DPR,1602-00-0000,Sumsel II,5,Partai Golongan Karya,67456,5,193625,2,84322,3,277947,2
DPR,1602-00-0000,Sumsel II,6,Partai Gerakan Indonesia Raya,46244,6,140366,4,135584,2,275950,3
DPR,1602-00-0000,Sumsel II,7,Partai Demokrat,46164,7,177900,3,57782,4,235682,4
DPR,1602-00-0000,Sumsel II,2,Partai Kebangkitan Bangsa,76965,3,140260,5,45413,5,185673,5
DPR,1602-00-0000,Sumsel II,1,Partai NasDem,68128,4,133818,6,42105,7,175923,6
DPR,1602-00-0000,Sumsel II,8,Partai Amanat Nasional,80871,2,125178,7,45097,6,170275,7
DPR,1602-00-0000,Sumsel II,3,Partai Keadilan Sejahtera,38652,8,103187,8,32010,9,135197,8
DPR,1602-00-0000,Sumsel II,10,Partai Hati Nurani Rakyat,0,9,73462,9,39304,8,112766,9
DPR,1602-00-0000,Sumsel II,14,Partai Bulan Bintang,0,11,68935,10,18497,11,87432,10
DPR,1602-00-0000,Sumsel II,9,Partai Persatuan Pembangunan,0,12,61369,11,24456,10,85825,11
DPR,1602-00-0000,Sumsel II,15,Partai Keadilan dan Persatuan Indonesia,0,10,17779,12,6727,12,24506,12
DPR,3506-00-0000,Jatim VI,4,Partai Demokrasi Indonesia Perjuangan,299766,1,481874,1,184464,1,666338,1
DPR,3506-00-0000,Jatim VI,2,Partai Kebangkitan Bangsa,71421,3,220307,2,87946,2,308253,2
DPR,3506-00-0000,Jatim VI,8,Partai Amanat Nasional,86898,2,199406,3,47569,6,246975,3
DPR,3506-00-0000,Jatim VI,6,Partai Gerakan Indonesia Raya,39955,6,146533,4,82980,3,229513,4
DPR,3506-00-0000,Jatim VI,5,Partai Golongan Karya,57586,4,135990,5,56821,4,192811,5
DPR,3506-00-0000,Jatim VI,7,Partai Demokrat,49383,5,118710,6,52512,5,171222,6
DPR,3506-00-0000,Jatim VI,1,Partai NasDem,14376,7,51143,10,35857,7,87000,7
DPR,3506-00-0000,Jatim VI,10,Partai Hati Nurani Rakyat,0,8,60316,7,21541,9,81857,8
DPR,3506-00-0000,Jatim VI,3,Partai Keadilan Sejahtera,0,11,53548,9,27469,8,81017,9
DPR,3506-00-0000,Jatim VI,9,Partai Persatuan Pembangunan,0,12,56250,8,20998,10,77248,10
DPR,3506-00-0000,Jatim VI,14,Partai Bulan Bintang,0,10,10770,11,10373,11,21143,11
DPR,3506-00-0000,Jatim VI,15,Partai Keadilan dan Persatuan Indonesia,0,9,4737,12,2393,12,7130,12
DPR,1701-00-0000,Bengkulu,1,Partai NasDem,86405,1,105910,1,24849,4,130759,1
DPR,1701-00-0000,Bengkulu,4,Partai Demokrasi Indonesia Perjuangan,30298,4,72863,3,46433,1,119296,2
DPR,1701-00-0000,Bengkulu,6,Partai Gerakan Indonesia Raya,33304,3,72117,4,36390,2,108507,3
DPR,1701-00-0000,Bengkulu,8,Partai Amanat Nasional,42490,2,77541,2,15139,8,92680,4
DPR,1701-00-0000,Bengkulu,5,Partai Golongan Karya,0,10,60531,6,32081,3,92612,5
DPR,1701-00-0000,Bengkulu,2,Partai Kebangkitan Bangsa,0,9,62758,5,18764,7,81522,6
DPR,1701-00-0000,Bengkulu,3,Partai Keadilan Sejahtera,0,8,57003,7,18823,6,75826,7
DPR,1701-00-0000,Bengkulu,7,Partai Demokrat,0,11,54281,8,20162,5,74443,8
DPR,1701-00-0000,Bengkulu,9,Partai Persatuan Pembangunan,0,12,50214,9,11642,10,61856,9
DPR,1701-00-0000,Bengkulu,10,Partai Hati Nurani Rakyat,0,5,35619,10,14049,9,49668,10
DPR,1701-00-0000,Bengkulu,15,Partai Keadilan dan Persatuan Indonesia,0,6,13075,11,5848,11,18923,11
DPR,1701-00-0000,Bengkulu,14,Partai Bulan Bintang,0,7,12086,12,5577,12,17663,12
DPR,3201-00-0000,Jabar I,4,Partai Demokrasi Indonesia Perjuangan,97214,1,165807,1,163288,1,329095,1
DPR,3201-00-0000,Jabar I,6,Partai Gerakan Indonesia Raya,41801,2,101409,2,119319,2,220728,2
DPR,3201-00-0000,Jabar I,3,Partai Keadilan Sejahtera,30179,3,93384,3,72058,3,165442,3
DPR,3201-00-0000,Jabar I,5,Partai Golongan Karya,26090,4,84368,4,65614,4,149982,4
DPR,3201-00-0000,Jabar I,7,Partai Demokrat,18487,6,57071,6,58165,5,115236,5
DPR,3201-00-0000,Jabar I,10,Partai Hati Nurani Rakyat,24649,5,46494,8,53044,6,99538,6
DPR,3201-00-0000,Jabar I,1,Partai NasDem,0,9,66806,5,28472,8,95278,7
DPR,3201-00-0000,Jabar I,9,Partai Persatuan Pembangunan,0,11,54778,7,35718,7,90496,8
DPR,3201-00-0000,Jabar I,8,Partai Amanat Nasional,0,12,41020,9,22370,10,63390,9
DPR,3201-00-0000,Jabar I,2,Partai Kebangkitan Bangsa,0,10,30315,10,25783,9,56098,10
DPR,3201-00-0000,Jabar I,14,Partai Bulan Bintang,0,8,19585,11,14505,11,34090,11
DPR,3201-00-0000,Jabar I,15,Partai Keadilan dan Persatuan Indonesia,0,7,5513,12,4131,12,9644,12
DPR,1102-00-0000,Aceh II,6,Partai Gerakan Indonesia Raya,42124,3,148400,1,33447,3,181847,1
DPR,1102-00-0000,Aceh II,7,Partai Demokrat,41219,4,97921,3,44490,2,142411,2
DPR,1102-00-0000,Aceh II,9,Partai Persatuan Pembangunan,52459,2,101832,2,22114,4,123946,3
DPR,1102-00-0000,Aceh II,1,Partai NasDem,23748,6,72869,6,47584,1,120453,4
DPR,1102-00-0000,Aceh II,4,Partai Demokrasi Indonesia Perjuangan,64159,1,95814,4,14467,10,110281,5
DPR,1102-00-0000,Aceh II,5,Partai Golongan Karya,24861,5,72987,5,18559,8,91546,6
DPR,1102-00-0000,Aceh II,8,Partai Amanat Nasional,0,12,67728,7,21472,6,89200,7
DPR,1102-00-0000,Aceh II,3,Partai Keadilan Sejahtera,0,10,52007,8,21933,5,73940,8
DPR,1102-00-0000,Aceh II,10,Partai Hati Nurani Rakyat,0,7,27058,9,17710,9,44768,9
DPR,1102-00-0000,Aceh II,2,Partai Kebangkitan Bangsa,0,11,23374,10,21192,7,44566,10
DPR,1102-00-0000,Aceh II,14,Partai Bulan Bintang,0,9,15730,11,11788,11,27518,11
DPR,1102-00-0000,Aceh II,15,Partai Keadilan dan Persatuan Indonesia,0,8,7164,12,4048,12,11212,12
DPR,3507-00-0000,Jatim VII,7,Partai Demokrat,275092,1,331815,1,96619,2,428434,1
DPR,3507-00-0000,Jatim VII,4,Partai Demokrasi Indonesia Perjuangan,77100,2,207631,2,139509,1,347140,2
DPR,3507-00-0000,Jatim VII,2,Partai Kebangkitan Bangsa,75312,3,161648,3,70357,4,232005,3
DPR,3507-00-0000,Jatim VII,5,Partai Golongan Karya,54344,4,153447,4,71403,3,224850,4
DPR,3507-00-0000,Jatim VII,6,Partai Gerakan Indonesia Raya,51931,5,114095,5,64868,5,178963,5
DPR,3507-00-0000,Jatim VII,3,Partai Keadilan Sejahtera,46669,6,97009,6,43138,7,140147,6
DPR,3507-00-0000,Jatim VII,1,Partai NasDem,34291,7,72924,8,44438,6,117362,7
DPR,3507-00-0000,Jatim VII,8,Partai Amanat Nasional,0,12,77219,7,33551,8,110770,8
DPR,3507-00-0000,Jatim VII,9,Partai Persatuan Pembangunan,0,11,62290,9,25736,10,88026,9
DPR,3507-00-0000,Jatim VII,10,Partai Hati Nurani Rakyat,0,8,53401,10,29923,9,83324,10
DPR,3507-00-0000,Jatim VII,14,Partai Bulan Bintang,0,10,11507,11,5415,11,16922,11
DPR,3507-00-0000,Jatim VII,15,Partai Keadilan dan Persatuan Indonesia,0,9,3479,12,3342,12,6821,12
