id,provinsi_id,nama,tempat_lahir,tanggal_lahir,jabatan,fraksi,alamat,keterangan
5852,75,"TRIANTO KADJI, SH, M.Si",BOTUMOITO,31 MEI 1969,ANGGOTA DPRD,FRAKSI DEMOKRASI INDONESIA PERJUANGAN (PDI-P),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5853,75,"MAHMUD NURDIN DAUD, S.Pd",PAGUYAMAN,01 JANUARI 1978,ANGGOTA DPRD,FRAKSI DEMOKRASI INDONESIA PERJUANGAN (PDI-P),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5854,75,"MUSLIMIN HARUNA, SE",BANTAENG,07 AGUSTUS 1955,ANGGOTA DPRD,FRAKSI GERAKAN INDONESIA RAYA (GERINDRA),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5855,75,I DEWA GEDE PUTRA WIDIANA,GIANYAR,07 MEI 1980,ANGGOTA DPRD,FRAKSI GERAKAN INDONESIA RAYA (GERINDRA),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5856,75,"SANTI A. JALITE, S.IP",PAGUYAMAN,12 NOVEMBER 1985,ANGGOTA DPRD,FRAKSI GERAKAN INDONESIA RAYA (GERINDRA),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5857,75,ASWAN  DJAMALUDDIN,TILAMUTA,12 AGUSTUS 1984,ANGGOTA DPRD,FRAKSI GERAKAN INDONESIA RAYA (GERINDRA),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5858,75,"Hi. HARDI SYAM MOPANGGA, S.Pd,M.Si",TILAMUTA,12 NOVEMBER 1974,WAKIL DPRD,FRAKSI DEMOKRAT,Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5859,75,"VICKERS TOLOLIU, SE",TABULO,23 JULI 1980,ANGGOTA DPRD,FRAKSI DEMOKRAT,Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5860,75,"SUNANDAR S. KADIR, S.Sos",KWANDANG,05 DESEMBER 1962,ANGGOTA DPRD,FRAKSI DEMOKRAT,Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5861,75,"Hj. ADELIEN ISMAIL THAIB, S.Sos",PAGUYAMAN,13 MARET 1973,ANGGOTA DPRD,FRAKSI DEMOKRAT,Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5862,75,"ABDILLAH ALHASNI, SHI",MARISA,14 NOVEMBER 1977,ANGGOTA DPRD,FRAKSI PERSATUAN PEMBANGUNAN (PPP),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5863,75,"ISWAN HAMZAH, S.Pd",GORONTALO,06 MEI 1969,ANGGOTA DPRD,FRAKSI PERSATUAN PEMBANGUNAN (PPP),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5864,75,SARIPA LAIYA,BATUDAA,03 DESEMBER 1965,ANGGOTA DPRD,FRAKSI PERSATUAN PEMBANGUNAN (PPP),Jln. SIS ALJUFRI DESA MODELOMO KEC. TILAMUTA KABUPATEN BOALEMO / TELP. 0443 - 211174,
5865,75,,,,,,,
5866,75,Yolan Polontalo,Gorontalo,1 Juni 1975,Anggota DPRD,PDI Perjuangan,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5867,75,"H. Darmawan Duming, S.IP",Gorontalo,16 Desember 1970,Anggota DPRD,PDI Perjuangan,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5868,75,Hi. Ariston Tilameo,Gorontalo ,7 September 1966,Anggota DPRD,PDI Perjuangan,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5869,75,Hais K. Nusi,Gorontalo ,27 Desember 1967,KETUA KOMISI C,Golkar,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5870,75,Hardi Sidiki,Gorontalo ,27 Oktober 1968,ANGGOTA DPRD,Golkar,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5871,75,"Fedriyanto Koniyo, ST",Gorontalo ,7 Februari 1969,KETUA DPRD,Golkar,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5872,75,Darlina Dihuma,Gorontalo ,24 Agustus 1970,Anggota DPRD,Golkar,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5873,75,Junus Antula,Dembe I ,4 Januari 1956,Anggota DPRD,Gerindra,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5874,75,Onis Jafar Akuko,Telaga ,12 Oktober 1966,Anggota DPRD,Gerindra,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5875,75,H. Erman Latjengke,Gorontalo ,6 Juni 1971,WAKIL KETUA II DPRD,Demokrat,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5876,75,H. Syafrudin Junaidi,Gorontalo ,6 Desember 1974,Anggota DPRD,Demokrat,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5877,75,Jemmy Mamangkey,Gorontalo ,3 September 1971,Anggota DPRD,Demokrat,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5878,75,Mucksin Brekat,Gorontalo ,2 Februari 1971,KETUA KOMISI B,Demokrat,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5879,75,Fadly Dungga,Gorontalo ,27 Juni 1976,Anggota DPRD,PAN,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5880,75,Ir. Hj. Ketty Pramaarta Mayulu,Gorontalo ,4 Maret 1967,WAKIL KETUA I DPRD,PAN,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5881,75,"H. Syamsudin Umar, S.IP",Gorontalo ,1 September 1965,Anggota DPRD,PAN,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5882,75,"Lukman  Alinti, S.Ag",Gorontalo ,20 November 1969,KETUA KOMISI C,PAN,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5883,75,"Hj Betty Ibrahim, S.Pd",Gorontalo ,27 Mei 1958,Anggota DPRD,PPP,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5884,75,Moh. Rivai Bukusu,Gorontalo ,31 Maret 1968,Anggota DPRD,PPP,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5885,75,Rolly Kadullah,Gorontalo ,10 Agustus 1978,Anggota DPRD,PPP,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5886,75,Hi. Ekwan Ahmad,Gorontalo ,20 Desember 1972,Anggota DPRD,Hanura,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5887,75,"H. Sahlan Tapulu, S.IP",Gorontalo ,28 Februari 1965,Anggota DPRD,Hanura,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5888,75,"Tien Suharti Mobiliu, SE",Gorontalo ,1 Agustus 1966,Anggota DPRD,Hanura,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5889,75,"Hj. Leny Ontalu, SE",Gorontalo ,25 April 1970,Anggota DPRD,PBB,"Jl. Prof. John Ario Katili, Tlp. (0435)821004 - 821005 Kota Gorontalo",
5890,33,PUTUS SUDIYANTO,BANJARNEGARA,7 JANUARI 1965,,NASDEM,JL. LETJEND SOEPRAPTO KUTABANJARNEGARA RT.05/08 BANJARNEGARA,
5891,33,"YUANITA DYAH RATNAWATI, S.Pd",MAGELANG,25 JUNI 1984,,NASDEM,JL. LETJEND SOEPRAPTO KUTABANJARNEGARA RT.05/08 BANJARNEGARA,
5892,33,"SUPOYO RAHARJO, SE",BANJARNEGARA,4 APRIL 1963,,NASDEM,JL. LETJEND SOEPRAPTO KUTABANJARNEGARA RT.05/08 BANJARNEGARA,
5893,33,KHUSNUL LATOIF,BANJARNEGARA,1 JANUARI 1992,,PKB,"JL. LETJEND S. PARMAN KOMPLEK PP. AL-FATAH PARAKANCANGGAH, BANJARNEGARA",
5894,33,"H. SADULLAH, SH",BREBES,27 OKTOBER 1962,,PKB,"JL. LETJEND S. PARMAN KOMPLEK PP. AL-FATAH PARAKANCANGGAH, BANJARNEGARA",
5895,33,SITI KOMARIAH,BANJARNEGARA,3 NOVEMBER 1987,,PKB,"JL. LETJEND S. PARMAN KOMPLEK PP. AL-FATAH PARAKANCANGGAH, BANJARNEGARA",
5896,33,NUR HENI WIDAYANTI,BANJARNEGARA,24 AGUSTUS 1971,,PKB,"JL. LETJEND S. PARMAN KOMPLEK PP. AL-FATAH PARAKANCANGGAH, BANJARNEGARA",
5897,33,"ARIF BUDI WALUYO, SE",BANJARNEGARA,15 MARET 1966,,PKB,"JL. LETJEND S. PARMAN KOMPLEK PP. AL-FATAH PARAKANCANGGAH, BANJARNEGARA",
5898,33,PUJO HARDIANSAH,BANJARNEGARA,7 JUNI 1978,,PKS,JL. GATOT SUBROTO NO 18 BANJARNEGARA,
5899,33,"TRI MULYANTORO, SH",BANJARNEGARA,29 DESEMBER 1968,,PKS,JL. GATOT SUBROTO NO 18 BANJARNEGARA,
5900,33,EDI SANTOSA,BANJARNEGARA,30 AGUSTUS 1976,,PKS,JL. GATOT SUBROTO NO 18 BANJARNEGARA,
5901,33,WASIS PUJIARTO,BANJARNEGARA,4 JANUARI 1983,,PKS,JL. GATOT SUBROTO NO 18 BANJARNEGARA,
5902,33,ACHMAD SALABI,BANJARNEGARA,11 MARET 1971,,PKS,JL. GATOT SUBROTO NO 18 BANJARNEGARA,
5903,33,dr. AMALIA DESIANA,BANJARNEGARA,1 DESEMBER 1988,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5904,33,ACHMAD BADRUSSALAM,BANJARNEGARA,5 JULI 1966,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5905,33,H. DIDI SUNARYO,BANJARNEGARA,2 FEBRUARI 1966,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5906,33,H. SAEFUL MUZAD,KEBUMEN,27 SEPTEMBER 1965,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5907,33,AMBAR PRASTOWO,BANJARNEGARA,16 JULI 1967,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5908,33,H. NURYANTO,BANJARNEGARA,8 OKTOBER 1972,,PDIP,JL. LETJEND KARJONO BANJARNEGARA,
5909,33,ARDHIKA NUGRAHA,BANJARNEGARA,17 JANUARI 1983,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5910,33,YULIANTO AL BERA,BANJARNEGARA,2 FEBRUARI 1967,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5911,33,"DJARKASI, S.Th.I.",BANJARNEGARA,29 FEBRUARI 1980,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5912,33,H. FAJAR PRIYONO AL AJANG,BANJARNEGARA,2 MEI 1959,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5913,33,"AGUS JUNAIDI, S.Sos, MM",BANJARNEGARA,14 NOVEMBER 1971,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5914,33,"BAWONO, S.Sos. MM",BANJARNEGARA,14 JUNI 1963,,GOLKAR,"JL. TENTARA PELAJAR NO 36 SOKANANDI, BANJARNEGARA",
5915,33,"AGUS SUTRIYANTO, SE",WONOGIRI,9 NOVEMBER 1980,,GERINDRA,JL. KH. AHMAD DAHLAN (BARAT ALUN- ALUN BANJARNEGARA),
5916,33,"REVI TENEL LIA, Amd",BANJARNEGARA,12 JULI 1984,,GERINDRA,JL. KH. AHMAD DAHLAN (BARAT ALUN- ALUN BANJARNEGARA),
5917,33,"GUNAWAN, SE",BANJARNEGARA,27 SEPTEMBER 1974,,GERINDRA,JL. KH. AHMAD DAHLAN (BARAT ALUN- ALUN BANJARNEGARA),
5918,33,DYAH WINDARTI M.,BANJARNEGARA,7 AGUSTUS 1964,,GERINDRA,JL. KH. AHMAD DAHLAN (BARAT ALUN- ALUN BANJARNEGARA),
5919,33,MARSUDIN,BANJARNEGARA,1 APRIL 1964,,GERINDRA,JL. KH. AHMAD DAHLAN (BARAT ALUN- ALUN BANJARNEGARA),
5920,33,MOCH RACHMANUDIN,BANJARNEGARA,30 APRIL 1968,,DEMOKRAT,"JL. SOEPRAPTO, BANJARNEGARA",
5921,33,"SRI RAHAYU, SH",BANJARNEGARA,12 DESEMBER 1977,,DEMOKRAT,"JL. SOEPRAPTO, BANJARNEGARA",
5922,33,"SITI MUDRIATI, SH",BANJARNEGARA,3 AGUSTUS 1962,,DEMOKRAT,"JL. SOEPRAPTO, BANJARNEGARA",
5923,33,"RYAN ADITYA WAHYU PRADANA, S.K.M.",BANJARNEGARA,23 JUNI 1988,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5924,33,SIGIT DWI ANTORO,BANJARNEGARA, OKTOBER 1977,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5925,33,ISNAN RIJADI ACHMAD,BANJARNEGARA,17 DESEMBER 1970,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5926,33,Drs. H. BAMBANG PRAWOTO SUTIKNO,BANJARNEGARA,21 MARET 1963,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5927,33,"SLAMET SANTOSA, BSC",BANJARNEGARA,23 DESEMBER 1960,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5928,33,"AJIB BUDIAWAN, SE",BANJARNEGARA,1 MARET 1977,,PAN,JL. LETJEND SOEPRAPTO NO. 1 BANJARNEGARA,
5929,33,H. EDY PURWANTO,BANJARNEGARA,1 SEPTEMBER 1960,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5930,33,GALIH PAMUNGKAS,BANJARNEGARA,25 DESEMBER 1981,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5931,33,Drs. INDARTO,BANJARNEGARA,16 SEPTEMBER 1968,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5932,33,"H. HASANUDIN, SE",BANJARNEGARA,5 FEBRUARI 1968,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5933,33,HERI ADI SUNARNO,BANJARNEGARA,12 JANUARI 1984,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5934,33,"Ir. H. SYAMSULLAH AFFANDI, MM",CILACAP,27 APRIL 1960,,PPP,JL. SELAMANIK NO 24 BANJARNEGARA,
5935,33,,,,,,,
5936,33,"ACARA ARIANI, S.Psi",Batang,12 Januari 1978,"Sekretaris Komisi A DPRD, Wakil Ketua Baleg",Ketua Fraksi Nurani Nasdem,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5937,33,H. MU'AFIE,Batang,24 April 1964,Anggota,Anggota Fraksi Nurani Nasdem,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5938,33,"KHOMIDAH, S.Pd.I",Batang,11 September 1975,Wakil Ketua Komisi B DPRD,Anggota Fraksi Nurani Nasdem,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5939,33,"FATKHUR ROHMAN, SH",Batang,24 September 1969,Wakil Ketua Komisi A DPRD,Anggota Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5940,33,"MAULANA YUSUP, S.IP",Jakarta,24 Nopember 1982,Sekretaris Komisi B DPRD,Anggota Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5941,33,"DARYOSO, S.Pd.I",Batang,04 Desember 1972,Anggota,Sekretaris Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5942,33,"S U U D I,  S.Ag",Batang,09 Mei 1975,Ketua Komisi D DPRD,Wakil Ketua Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5943,33,I'ANATUL FIKRIYA,Batang,05 Oktober 1986,Anggota,Anggota Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5944,33,"KUKUH FAJAR RHOMADHON, SE",Batang,23 Juni 1983,Sekretaris Komisi C DPRD,Ketua Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5945,33,H. FAUZI,Batang,17 April 1955,"Wakil Ketua DPRD, Wakil Ketua Bamus, Wakil Ketua Banggar",Anggota Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5946,33,H. EDRUS,Batang,12 Desember 1963,Anggota,Anggota Fraksi PKB,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5947,33,Drs. SIDQON HADI,Batang,18 Oktober 1967,Anggota,Sekretaris Fraksi PAN & PKS,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5948,33,"TAUFIK IKHSANUDIN, S.Pt",Batang,16 Maret 1985,Anggota,Anggota Fraksi PAN & PKS,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5949,33,"H. TOFANI DWI ARIEYANTO, SH",Batang,09 Oktober 1975,Wakil Ketua Komisi D DPRD,Ketua Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5950,33,JUNAENAH,Batang,26 September 1969,Anggota,Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5951,33,"I. TEGUH RAHARJO, S.IP",Batang,13 Januari 1958,"Ketua DPRD, Ketua Bamus, Ketua Banggar",Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5952,33,"SLAMET SUPRIYADI, SE",Batang,04 September 1970,Anggota,Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5953,33,"H. PURWANTO, S.IP",Batang,27 Februari 1954,"Ketua Komisi A DPRD, Ketua Baleg",Wakil Ketua Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5954,33,JUNAEDI,Batang,07 Februari 1973,Anggota,Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5955,33,PAJIMAN,Batang,21 Mei 1969,"Ketua Badan Kehormatan, Anggota",Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5956,33,"H. BAMBANG SETIYONO, S.Pd",Batang,09 Mei 1962,Anggota,Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5957,33,Drs. RIHARSO,Batang,03 Agustus 1963,Anggota,Anggota Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5958,33,"H. SUNARTO, S.IP",Batang,12 Oktober 1955,Ketua Komisi C DPRD,Sekretaris Fraksi PDIP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5959,33,"H. NUR UNTUNG SLAMET, SE",Batang,09 April 1961,"Wakil Ketua DPRD, Wakil Ketua Bamus, Wakil Ketua Banggar",Anggota Fraksi Partai Golkar,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5960,33,"DANANG AJI SAPUTRA, ST",Batang,10 Mei 1982,Anggota,Ketua Fraksi Partai Golkar,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5961,33,ISTIKHANAH,Batang,16 Juli 1966,Anggota,Anggota Fraksi Partai Golkar,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5962,33,SUBAKIR,Batang,09 Januari 1967,Anggota,Sekretaris Fraksi Partai Golkar,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5963,33,SRI UMAMI,Batang,09 Mei 1971,Anggota,Anggota Fraksi Partai Golkar,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5964,33,TRIYANTO,Batang,26 Maret 1965,Anggota,Wakil Ketua Fraksi Partai Gerindra,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5965,33,NUR  CAHYANINGSIH,Batang,02 Januari 1979,"Wakil Ketua DPRD, Wakil Ketua Bamus, Wakil Ketua Banggar",Anggota Fraksi Partai Gerindra,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5966,33,"BENNY ABIDIN, SH",Batang,09 September 1975,Anggota,Ketua Fraksi Gerindra,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5967,33,RUSTIASIH,Batang,22 Agustus 1960,Anggota,Anggota Fraksi Gerindra,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5968,33,A. LU'AYYIL FATA,Batang,24 Agustus 1977,Anggota,Sekretaris Fraksi Gerindra,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5969,33,NUR KHASANAH,Batang,03 Maret 1972,Anggota,Anggota Fraksi Demokrat,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5970,33,"TEGUH LUMAKSONO, SE",Batang,25 Mei 1977,Sekretaris Komisi D DPRD,Sekretaris Fraksi Demokrat,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5971,33,TUHLAN,Batang,17 Agustus 1954,Anggota,Anggota Fraksi Demokrat,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5972,33,TEGUH,Batang,23 April 1965,Wakil Ketua Komisi C DPRD,Wakil Ketua Fraksi Demokrat,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5973,33,"EDI SISWANTO, S.Sos",Batang,02 April 1972,Ketua Komisi B DPRD,Ketua Fraksi Demokrat,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5974,33,YUSWANTO,Batang,22 Februari 1964,Anggota,Ketua Fraksi PAN & PKS,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5975,33,JUKI JS,Batang,17 Agustus 1957,Anggota,Anggota Fraksi PAN & PKS,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5976,33,"H. NURFAIZIN, S.Ag",Batang,20 April 1972,Anggota,Ketua Fraksi PPP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5977,33,"SRI WAHYU WIDAWATI, SE",Batang,27 Mei 1976,Anggota,Sekretaris Fraksi PPP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5978,33,H. ZAENAL FAIZIN,Batang,09 Oktober 1955,Anggota,Anggota Fraksi PPP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5979,33,MUH. NUR IMANULLAH,Batang,14 Mei 1971,Anggota,Anggota Fraksi PPP,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5980,33,KARMUBIT,Batang,22 Oktober 1968,Wakil Ketua Badan Kehormatan,Sekretaris Fraksi Nurani Nasdem,Jl. Jenderal Sudirman No. 262 Telp. (0285) 391146 Batang 51215,
5981,33,,,,,,,
5982,33,H. BAMBANG SUWANTO,,05 Juni 1965,Wakil Ketua, Amanat Bangsa dan Demokrat,"NGALIYAN RT 7/2, PELEM, SIMO, BOYOLALI, JAWA TENGAH",
5983,33,SUPADI,,05 04 1973,Anggota, Amanat Bangsa dan Demokrat,"RINGIN RT 018/05, SUKABUMI, CEPOGO, BOYOLALI, JAWA TENGAH",
5984,33,"SLAMET WIDODO, S.T.",,24 Mei 1977,Wakil Ketua, Partai Keadilan Sejahtera,"GUDEKEREP RT 4/1, URUTSEWU, AMPEL, BOYOLALI, JAWA TENGAH",
5985,33,RES HADI JATMOKO,,21 Desember 1975,Sekretaris, Partai Keadilan Sejahtera,"KEDUNGPILANG RT 3/1, KEDUNGPILANG, WONOSEGORO, BOYOLALI, JAWA TENGAH",
5986,33,"TUGIMAN, S.P.",,12 Mei 1968,Anggota, Partai Keadilan Sejahtera,"WATES RT 6/5, TEGALGIRI, NOGOSARI, BOYOLALI, JAWA TENGAH",
5987,33,"H. ALI HUFRONI, S.T.",,22 Juni 1978,Ketua, Partai Keadilan Sejahtera,"KARANGASEM RT 3/5, KARANGASEM, LAWEYAN, KOTA SURAKARTA, JAWA TENGAH",
5988,33,"LAMBANG SAROSA, SE",,28 Oktober 1971,Wakil Ketua, Partai Demokrasi Indonesia Perjuangan,"PERUM GRIYA PURWANTARA RT 14/2, RANDUSARI, TERAS, BOYOLALI, JAWA TENGAH",
5989,33,"AGUS WIYONO, S.Pd",,16 Juni 1969,Anggota, Partai Demokrasi Indonesia Perjuangan,"PENGGUNG RT 02/7, PENGGUNG, BOYOLALI, BOYOLALI, JAWA TENGAH",
5990,33,IKA ARDANA WISWARI,,28 Mei 1986,Anggota, Partai Demokrasi Indonesia Perjuangan,"WATUTELENAN RT 01/8, PULISEN, BOYOLALI, BOYOLALI, JAWA TENGAH",
5991,33,DWI ADI AGUNG NUGROHO,,14 Februari 1973,Anggota, Partai Demokrasi Indonesia Perjuangan,"DUNGUS RT 07/1, SEBOTO, AMPEL, BOYOLALI, JAWA TENGAH",
5992,33,MARSONO,,08 Mei 1973,Anggota, Partai Demokrasi Indonesia Perjuangan,"BANJAREJO RT.002/02, KEMIRI, MOJOSONGO, BOYOLALI, JAWA TENGAH",
5993,33,"SUBAGYO, SE, MM",,30 Oktober 1968,Anggota, Partai Demokrasi Indonesia Perjuangan,"SUMBERREJO RT 02/3, KIRINGAN, BOYOLALI, BOYOLALI, JAWA TENGAH",
5994,33,"GATOT WIDODO, SH",,22 Oktober 1977,Anggota, Partai Demokrasi Indonesia Perjuangan,"NGLEBAN RT 04/3, KLEWOR, KEMUSU, BOYOLALI, JAWA TENGAH",
5995,33,Drs. SURIPTO,,03 04 1964,Anggota, Partai Demokrasi Indonesia Perjuangan,"KUNIRAN RT 5/2, JATILAWANG, WONOSEGORO, BOYOLALI, JAWA TENGAH",
5996,33,"H. SUYUD WIDODO, SE",,06 Desember 1966,Anggota, Partai Demokrasi Indonesia Perjuangan,"KEBONAN RT 08/1, KEBONAN, KARANGGEDE, BOYOLALI, JAWA TENGAH",
