kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 21,574,224,31,190,221,3,224,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 22,528,220,23,196,119,1,220,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 23,616,253,34,215,249,4,253,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 24,762,263,21,240,261,2,263,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 25,620,275,31,244,275,0,275,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 26,766,327,39,279,318,9,327,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 27,533,183,14,168,182,1,183,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 28,430,214,21,190,211,3,214,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 29,575,288,27,256,283,5,288,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 30,404,143,17,123,140,3,143,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 31,656,292,30,260,290,2,292,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 32,559,186,25,158,183,3,186,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 33,525,188,13,173,186,2,188,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 34,504,196,19,174,194,2,196,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 35,635,243,30,210,240,3,243,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/kedungdoro
TPS 1,587,264,33,227,260,4,264,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 2,631,225,32,190,222,3,225,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 3,584,175,16,155,171,4,175,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 4,377,159,14,144,158,1,159,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 5,525,192,13,178,191,1,192,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 6,454,193,19,172,191,2,193,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 7,563,310,27,276,303,7,310,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 8,305,604,38,262,300,5,305,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 9,612,338,22,315,337,1,338,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 10,510,303,33,262,295,8,303,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 11,0,0,32,237,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 12,430,197,22,173,195,2,197,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 13,475,279,40,238,278,1,279,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 14,465,264,34,226,260,4,264,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 15,570,323,26,283,309,6,315,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 16,574,319,35,272,307,12,319,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 17,552,243,42,196,238,5,243,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 18,0,275,39,233,272,3,275,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 19,538,264,47,212,259,5,264,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 20,488,219,32,183,215,4,219,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 21,529,244,29,210,239,5,244,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 22,616,234,30,199,229,5,234,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 23,604,264,31,225,256,8,264,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/keputran
TPS 1,578,161,9,149,158,3,161,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 2,597,244,22,214,236,8,244,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 3,610,293,34,254,288,5,293,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 4,554,294,39,250,289,5,294,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 5,552,277,54,218,272,5,277,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 6,482,239,33,201,234,5,239,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 7,481,209,27,179,206,3,209,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 8,489,220,30,183,213,7,220,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 9,535,218,37,177,214,4,218,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 10,517,216,22,191,213,3,216,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 11,660,294,67,221,288,6,294,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 12,593,256,19,232,251,5,256,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 13,580,331,42,282,324,7,331,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 14,544,273,39,223,262,11,273,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 15,510,270,25,241,266,4,270,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 16,534,212,23,187,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 17,219,219,30,186,216,3,219,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 18,541,258,18,238,256,2,258,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 19,546,250,21,225,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 20,514,246,34,209,243,3,246,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 21,640,223,42,176,218,5,223,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 22,650,250,32,214,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 23,644,282,41,235,276,6,282,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 24,557,279,30,248,278,1,279,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 25,552,261,42,213,255,6,261,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 26,613,304,47,252,299,5,304,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/tegalsari
TPS 1,483,180,14,166,180,0,180,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 2,501,222,30,186,216,6,222,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 3,556,275,30,239,269,6,275,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 4,545,260,27,229,256,4,260,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 5,592,318,44,268,312,6,318,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 6,570,272,26,242,268,4,272,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 7,581,246,31,208,239,7,246,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 8,582,282,25,254,279,3,282,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 9,556,207,24,180,204,3,207,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 10,553,249,35,209,244,5,249,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 11,550,214,14,196,210,4,214,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 12,558,162,30,132,162,1,163,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 13,546,205,28,174,202,3,205,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 14,559,212,22,189,211,1,212,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 15,549,215,35,179,214,1,215,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 16,545,189,20,168,188,1,189,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 17,552,196,31,162,193,3,196,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 18,607,243,35,208,243,0,243,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 19,622,280,44,230,274,6,280,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 20,616,268,30,236,266,2,268,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 21,636,226,28,190,218,8,226,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 22,620,205,42,158,200,5,205,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 23,613,271,53,213,266,5,271,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 24,620,229,26,198,224,5,229,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 25,455,230,29,197,226,4,230,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 26,473,244,40,199,239,5,244,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 27,469,200,31,167,198,2,200,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 28,636,248,24,221,245,3,248,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 29,647,270,34,232,266,4,270,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 30,649,231,48,176,224,7,231,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 31,354,132,20,111,131,1,132,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 32,605,207,28,174,410,5,207,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 33,611,215,21,192,213,2,215,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 34,614,273,44,226,270,3,273,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 35,647,264,33,230,263,1,264,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 36,515,241,25,214,239,2,241,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 37,504,213,29,181,210,3,213,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 38,504,200,29,168,197,3,200,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 39,502,253,47,196,243,10,253,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 40,478,210,28,180,208,2,210,https://pilkada2015.kpu.go.id/surabayakota/tegalsari/wonorejo
TPS 1,667,260,21,238,259,1,260,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 2,461,212,22,188,210,2,212,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 3,452,170,9,155,164,6,170,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 4,455,198,12,182,194,4,198,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 5,485,286,32,248,280,6,286,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 6,569,308,35,268,303,5,308,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 7,617,302,43,257,300,2,302,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 8,536,292,33,255,288,4,292,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 9,565,293,33,255,288,5,293,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 10,660,345,34,307,341,4,345,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 11,586,283,46,231,277,6,283,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 12,628,312,32,279,311,1,312,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 13,585,277,28,246,274,3,277,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 14,588,363,41,318,359,4,363,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 15,583,340,14,322,336,4,340,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 16,588,344,35,305,340,4,344,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 17,548,320,32,284,316,4,320,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 18,532,294,40,251,291,3,294,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 19,544,310,30,275,305,5,310,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 20,539,308,26,280,306,2,308,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kendangsari
TPS 1,714,379,79,293,372,7,379,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 2,485,281,44,232,276,5,281,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 3,434,253,28,219,247,6,253,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 4,563,323,46,268,314,9,323,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 5,508,303,37,261,298,5,303,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 6,423,204,32,165,197,7,204,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 7,532,237,39,196,235,2,237,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 8,385,239,32,201,233,6,239,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 9,538,355,49,300,349,6,355,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 10,423,276,31,241,272,4,276,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 11,377,204,21,182,203,1,204,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 12,624,363,46,314,360,3,363,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 13,523,263,29,230,259,4,263,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 14,0,340,25,312,337,3,340,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 15,604,347,40,304,344,3,347,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 16,658,392,66,320,386,6,392,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 17,540,297,29,262,291,6,297,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 18,699,407,24,381,405,2,407,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 19,516,324,24,299,323,1,324,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 20,466,293,28,263,291,2,293,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 21,445,281,8,269,277,4,281,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 22,555,321,14,304,318,3,321,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 23,707,406,21,383,404,2,406,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 24,602,335,18,315,333,2,335,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/kutisari
TPS 1,472,265,24,239,263,2,265,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 2,422,259,29,226,255,4,259,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 3,494,284,24,255,279,5,284,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 4,505,208,44,161,205,3,208,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 5,489,225,34,183,217,8,225,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 6,499,260,28,232,260,0,260,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 7,469,274,29,239,268,6,274,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 8,470,281,23,255,278,3,281,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 9,521,316,34,276,310,6,316,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 10,548,309,51,254,305,4,309,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 11,622,338,40,293,333,5,338,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 12,599,362,36,317,353,9,362,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 13,777,261,12,243,255,6,261,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 14,533,271,43,220,263,8,271,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 15,526,267,31,228,259,8,267,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 16,727,332,20,308,328,4,332,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 17,352,185,9,175,184,1,185,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/panjang_jiwo
TPS 1,454,222,21,196,217,5,222,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 2,0,273,49,221,270,3,273,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 3,592,328,29,298,327,1,328,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 4,558,267,30,231,261,6,267,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 5,673,315,38,271,309,6,315,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 6,429,222,14,208,222,0,222,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 7,615,317,26,286,312,5,317,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 8,304,193,35,154,189,4,193,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 9,734,353,46,299,345,8,353,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 10,691,372,34,330,364,7,371,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 11,448,232,32,196,228,4,232,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 12,530,312,37,271,308,4,312,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 13,638,363,23,331,354,9,363,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 14,658,340,0,0,333,7,340,https://pilkada2015.kpu.go.id/surabayakota/tenggilis_mejoyo/tengilis_mejoyo
TPS 1,721,385,34,342,376,9,385,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 2,762,387,28,350,378,9,387,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 3,767,370,28,333,361,9,370,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 4,719,406,34,358,392,14,406,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 5,419,268,35,224,259,9,268,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 6,681,333,35,295,330,3,333,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 7,410,258,20,235,255,3,258,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 8,368,219,26,185,211,8,219,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 9,564,312,46,254,300,12,312,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 10,599,305,28,275,303,2,305,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 11,558,274,32,236,268,6,274,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 12,392,242,24,213,237,5,242,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 13,492,253,35,214,249,4,253,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 14,530,291,52,234,286,5,291,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 15,467,227,22,202,224,3,227,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 16,452,208,28,176,204,4,208,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 17,518,286,33,250,283,3,286,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 18,480,283,38,244,282,1,283,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 19,739,258,22,232,254,4,258,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 20,804,366,75,286,361,5,366,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 21,784,353,54,294,348,5,353,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 22,525,287,30,254,284,3,287,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 23,510,281,30,245,275,6,281,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 24,806,377,17,359,376,1,377,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 25,509,193,13,180,193,0,193,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 26,712,356,34,320,354,2,356,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 27,708,310,17,292,309,1,310,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 28,381,176,11,165,176,0,176,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 29,618,265,25,239,264,1,265,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 30,537,218,20,195,215,3,218,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 31,322,130,12,116,128,2,130,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 32,632,283,16,265,281,2,283,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 33,732,214,17,196,213,1,214,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 34,377,174,9,164,173,1,174,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 35,462,139,10,127,137,2,139,https://pilkada2015.kpu.go.id/surabayakota/wiyung/babatan
TPS 1,619,381,52,315,367,14,381,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 2,597,316,36,269,305,11,316,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 3,628,386,55,318,373,13,386,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 4,627,366,49,306,355,11,366,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 5,571,269,40,223,263,6,269,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 6,493,273,43,222,265,8,273,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 7,655,436,49,380,429,7,436,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 8,558,305,33,267,300,5,305,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 9,444,252,24,225,249,3,252,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 10,519,312,30,276,306,6,312,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 11,398,239,29,208,237,2,239,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 12,659,368,50,314,364,4,368,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 13,403,262,26,231,257,5,262,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 14,428,282,40,240,280,2,282,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 15,457,292,50,237,287,5,292,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 16,524,264,29,234,263,1,264,https://pilkada2015.kpu.go.id/surabayakota/wiyung/balas_klumprik
TPS 1,696,428,26,397,423,5,428,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 2,632,370,40,326,366,4,370,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 3,654,325,31,293,324,1,325,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 4,632,383,34,332,366,17,383,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 5,519,229,24,202,226,3,229,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 6,537,265,27,229,256,9,265,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 7,488,236,30,204,234,2,236,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 8,489,303,24,266,290,13,303,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 9,452,279,15,257,272,7,279,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 10,465,265,47,215,262,3,265,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 11,513,241,70,164,234,7,241,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 12,474,249,29,214,243,6,249,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 13,478,251,27,223,250,1,251,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 14,671,335,23,312,335,0,335,https://pilkada2015.kpu.go.id/surabayakota/wiyung/jajar_tunggal
TPS 1,755,468,40,423,463,5,468,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
